   0.57501530    0.48000000    3.42374700    5.40000000   -5.00000000   10.00000000   14.60000000   17.20000000   25.00000000   29.60000000    0.65000000    0.10000000    0.57000000    0.31000000    1.80000000    0.00980000    0.00100000    0.00460000    0.00820000    0.00100000   35.00000000   30.00000000    0.00004060    0.00008020    0.00004287    0.00080200    0.00004287    0.00001000   35.00000000    1.00000000    1.00000000    1.00000000    0.00000000    0.40000000    1.00000000    0.00000000    0.40000000    0.60000000  230.00000000  409.00000000    1.97784000    1.57592000    0.60000000    1.00000000    0.90000000    0.60000000    0.26943000    0.90000000    4.03057000    4.63057000   10.00000000    9.00000000   17.00000000    5.00000000   35.00000000    2.00000000    0.14500000    2.08000000    2.45000000    4.20000000    1.00000000    1.00000000    0.60000000    0.60000000    0.88000000    0.88000000    0.48000000    1.24000000    1.00000000    0.80200000    0.06000400    0.04000600
   0.57501530    0.48000000    3.42374700    5.40000000   -5.00000000   10.00000000   14.60000000   17.20000000   25.00000000   29.60000000    0.65000000    0.10000000    0.57000000    0.70000000    1.80000000    0.00980000    0.00100000    0.00460000    0.00820000    0.00100000   35.00000000   30.00000000    0.00004060    0.00008020    0.00004287    0.00080200    0.00004287    0.00001000   35.00000000    1.00000000    1.00000000    1.00000000    0.00000000    0.40000000    1.00000000    0.00000000    0.40000000    0.60000000  230.00000000  409.00000000    1.97784000    1.57592000    0.60000000    1.00000000    0.90000000    0.60000000    0.26943000    0.90000000    4.03057000    4.63057000   10.00000000    9.00000000   17.00000000    5.00000000   35.00000000    2.00000000    0.14500000    2.08000000    2.45000000    4.20000000    1.00000000    1.00000000    0.60000000    0.60000000    0.88000000    0.88000000    0.48000000    1.24000000    1.00000000    0.80200000    0.06000400    0.04000600
   0.57501530    0.60000000    3.42374700    5.40000000   -5.00000000   10.00000000   14.60000000   17.20000000   25.00000000   29.60000000    0.65000000    0.10000000    0.57000000    0.70000000    1.80000000    0.00980000    0.00100000    0.00460000    0.00820000    0.00100000   35.00000000   30.00000000    0.00004060    0.00008020    0.00004287    0.00080200    0.00004287    0.00001000   35.00000000    1.00000000    1.00000000    1.00000000    0.00000000    0.40000000    1.00000000    0.00000000    0.40000000    0.60000000  230.00000000  409.00000000    1.97784000    1.57592000    0.60000000    1.00000000    0.90000000    0.60000000    0.26943000    0.90000000    4.03057000    4.63057000   10.00000000    9.00000000   17.00000000    5.00000000   35.00000000    2.00000000    0.14500000    2.08000000    2.45000000    4.20000000    1.00000000    1.00000000    0.60000000    0.60000000    0.88000000    0.88000000    0.48000000    1.24000000    1.00000000    0.80200000    0.06000400    0.04000600
   0.57501530    0.60000000    3.42374700    5.40000000   -5.00000000   10.00000000   14.60000000   17.20000000   25.00000000   29.60000000    0.65000000    0.10000000    0.57000000    0.70000000    1.80000000    0.00980000    0.00100000    0.00460000    0.00820000    0.00100000   35.00000000   30.00000000    0.00004060    0.00008020    0.00004287    0.00080200    0.00004287    0.00001000   35.00000000    1.00000000    1.00000000    1.00000000    0.00000000    0.40000000    1.00000000    0.00000000    0.40000000    0.60000000  230.00000000  409.00000000    1.97784000    1.57592000    0.60000000    1.00000000    0.90000000    0.90000000    0.26943000    0.90000000    4.03057000    4.63057000   10.00000000    9.00000000   17.00000000    5.00000000   35.00000000    2.00000000    0.14500000    2.08000000    2.45000000    4.20000000    1.00000000    1.00000000    0.60000000    0.60000000    0.88000000    0.88000000    0.48000000    1.24000000    1.00000000    0.80200000    0.06000400    0.04000600
   0.57501530    0.60000000    3.42374700    5.40000000   -5.00000000   10.00000000   14.60000000   17.20000000   25.00000000   29.60000000    0.65000000    0.10000000    0.57000000    0.70000000    1.80000000    0.00980000    0.00100000    0.00460000    0.00820000    0.00100000   35.00000000   30.00000000    0.00004060    0.00008020    0.00004287    0.00080200    0.00004287    0.00001000   35.00000000    1.00000000    1.00000000    1.00000000    0.00000000    1.00000000    1.00000000    0.00000000    0.40000000    0.60000000  230.00000000  409.00000000    1.97784000    1.57592000    0.60000000    1.00000000    0.90000000    0.90000000    0.26943000    0.90000000    4.03057000    4.63057000   10.00000000    9.00000000   17.00000000    5.00000000   35.00000000    2.00000000    0.14500000    2.08000000    2.45000000    4.20000000    1.00000000    1.00000000    0.60000000    0.60000000    0.88000000    0.88000000    0.48000000    1.24000000    1.00000000    0.80200000    0.06000400    0.04000600
   0.57501530    0.60000000    3.42374700    5.40000000   -5.00000000   10.00000000   14.60000000   17.20000000   25.00000000   29.60000000    0.65000000    0.10000000    0.57000000    0.70000000    1.80000000    0.00980000    0.00100000    0.00460000    0.00820000    0.00100000   35.00000000   30.00000000    0.00004060    0.00008020    0.00004287    0.00080200    0.00004287    0.00001000   35.00000000    1.00000000    1.00000000    1.00000000    0.00000000    1.00000000    1.00000000    0.00000000    0.40000000    0.60000000  230.00000000  409.00000000    1.97784000    1.57592000    0.60000000    1.00000000    0.90000000    0.90000000    0.26943000    0.90000000    4.03057000    4.63057000   10.00000000    9.00000000   17.00000000    5.00000000   35.00000000    2.00000000    0.14500000    2.08000000    2.45000000    4.20000000    1.00000000    1.00000000    0.60000000    0.60000000    3.22000000    0.88000000    0.48000000    1.24000000    1.00000000    0.80200000    0.06000400    0.04000600
   0.57501530    0.60000000    3.42374700    5.40000000   -5.00000000   10.00000000   14.60000000   17.20000000   25.00000000   29.60000000    0.65000000    0.10000000    0.57000000    0.70000000    1.80000000    0.00980000    0.00100000    0.00460000    0.00820000    0.00100000   35.00000000   30.00000000    0.00004060    0.00008020    0.00004287    0.00080200    0.00004287    0.00001000   35.00000000    1.00000000    1.00000000    1.00000000    0.00000000    1.00000000    1.00000000    0.00000000    0.40000000    0.60000000  230.00000000  409.00000000    1.97784000    1.57592000    0.60000000    1.00000000    0.90000000    0.90000000    0.26943000    0.90000000    4.93057000    4.63057000   10.00000000    9.00000000   17.00000000    5.00000000   35.00000000    2.00000000    0.14500000    2.08000000    2.45000000    4.20000000    1.00000000    1.00000000    0.60000000    0.60000000    3.22000000    0.88000000    0.48000000    1.24000000    1.00000000    0.80200000    0.06000400    0.04000600
   0.57501530    0.60000000    3.42374700    5.40000000   -5.00000000   10.00000000   14.60000000   17.20000000   25.00000000   29.60000000    0.65000000    0.10000000    0.57000000    0.70000000    1.80000000    0.88592000    0.00100000    0.00460000    0.00820000    0.00100000   35.00000000   30.00000000    0.00004060    0.00008020    0.00004287    0.00080200    0.00004287    0.00001000   35.00000000    1.00000000    1.00000000    1.00000000    0.00000000    1.00000000    1.00000000    0.00000000    0.40000000    0.60000000  230.00000000  409.00000000    1.97784000    1.57592000    0.60000000    1.00000000    0.90000000    0.90000000    0.26943000    0.90000000    4.93057000    4.63057000   10.00000000    9.00000000   17.00000000    5.00000000   35.00000000    2.00000000    0.14500000    2.08000000    2.45000000    4.20000000    1.00000000    1.00000000    0.60000000    0.60000000    3.22000000    0.88000000    0.48000000    1.24000000    1.00000000    0.80200000    0.06000400    0.04000600
   0.57501530    0.60000000    3.42374700    5.40000000   -5.00000000   10.00000000   14.60000000   17.20000000   25.00000000   29.60000000    0.65000000    0.10000000    0.57000000    0.70000000    1.80000000    0.88592000    0.00100000    0.00460000    0.00280000    0.00100000   35.00000000   30.00000000    0.00004060    0.00008020    0.00004287    0.00080200    0.00004287    0.00001000   35.00000000    1.00000000    1.00000000    1.00000000    0.00000000    1.00000000    1.00000000    0.00000000    0.40000000    0.60000000  230.00000000  409.00000000    1.97784000    1.57592000    0.60000000    1.00000000    0.90000000    0.90000000    0.26943000    0.90000000    4.93057000    4.63057000   10.00000000    9.00000000   17.00000000    5.00000000   35.00000000    2.00000000    0.14500000    2.08000000    2.45000000    4.20000000    1.00000000    1.00000000    0.60000000    0.60000000    3.22000000    0.88000000    0.48000000    1.24000000    1.00000000    0.80200000    0.06000400    0.04000600
   0.57501530    0.60000000    3.42374700    5.40000000   -5.00000000   10.00000000   14.60000000   17.20000000   25.00000000   29.60000000    0.65000000    0.10000000    0.57000000    0.70000000    1.80000000    0.88592000    0.00100000    0.00460000    0.00280000    0.00100000   35.00000000   30.00000000    0.00004060    0.00008020    0.00004287    0.00080200    0.00004287    0.00001000   35.00000000    1.00000000    1.00000000    1.00000000    0.00000000    1.00000000    1.00000000    0.00000000    0.40000000    0.60000000  230.00000000  409.00000000    1.37496000    1.57592000    0.60000000    1.00000000    0.90000000    0.90000000    0.26943000    0.90000000    4.93057000    4.63057000   10.00000000    9.00000000   17.00000000    5.00000000   35.00000000    2.00000000    0.14500000    2.08000000    2.45000000    4.20000000    1.00000000    1.00000000    0.60000000    0.60000000    3.22000000    0.88000000    0.48000000    1.24000000    1.00000000    0.80200000    0.06000400    0.04000600
   0.57501530    0.60000000    3.42374700    5.40000000   -5.00000000   10.00000000   14.60000000   17.20000000   25.00000000   29.60000000    0.65000000    0.10000000    0.57000000    0.70000000    1.80000000    0.88592000    0.00100000    0.00460000    0.00280000    0.00100000   35.00000000   30.00000000    0.00004060    0.00008020    0.00004287    0.00080200    0.00004287    0.00001000   35.00000000    1.00000000    1.00000000    1.00000000    0.00000000    1.00000000    1.00000000    0.00000000    0.40000000    0.60000000  230.00000000  409.00000000    1.37496000    1.57592000    0.60000000    1.00000000    0.90000000    0.90000000    0.26943000    0.90000000    4.93057000    3.73057000   10.00000000    9.00000000   17.00000000    5.00000000   35.00000000    2.00000000    0.14500000    2.08000000    2.45000000    4.20000000    1.00000000    1.00000000    0.60000000    0.60000000    3.22000000    0.88000000    0.48000000    1.24000000    1.00000000    0.80200000    0.06000400    0.04000600
   0.57501530    0.60000000    3.42374700    5.40000000   -5.00000000   10.00000000   14.60000000   17.20000000   25.00000000   29.60000000    0.65000000    0.10000000    0.57000000    0.70000000    0.73800000    0.88592000    0.00100000    0.00460000    0.00280000    0.00100000   35.00000000   30.00000000    0.00004060    0.00008020    0.00004287    0.00080200    0.00004287    0.00001000   35.00000000    1.00000000    1.00000000    1.00000000    0.00000000    1.00000000    1.00000000    0.00000000    0.40000000    0.60000000  230.00000000  409.00000000    1.37496000    1.57592000    0.60000000    1.00000000    0.90000000    0.90000000    0.26943000    0.90000000    4.93057000    3.73057000   10.00000000    9.00000000   17.00000000    5.00000000   35.00000000    2.00000000    0.14500000    2.08000000    2.45000000    4.20000000    1.00000000    1.00000000    0.60000000    0.60000000    3.22000000    0.88000000    0.48000000    1.24000000    1.00000000    0.80200000    0.06000400    0.04000600
   0.57501530    0.60000000    3.42374700    5.40000000   -5.00000000   10.00000000   14.60000000   17.20000000   25.00000000   29.60000000    0.65000000    0.10000000    0.57000000    0.70000000    0.73800000    0.88592000    0.00100000    0.00460000    0.00280000    0.00100000   35.00000000   30.00000000    0.00004060    0.00008020    0.00004287    0.00080200    0.00004287    0.00001000   35.00000000    1.00000000    1.00000000    1.00000000    0.00000000    1.00000000    1.00000000    0.00000000    0.40000000    0.60000000  230.00000000  409.00000000    1.37496000    1.57592000    0.60000000    1.00000000    0.90000000    0.90000000    0.26943000    0.60000000    4.93057000    3.73057000   10.00000000    9.00000000   17.00000000    5.00000000   35.00000000    2.00000000    0.14500000    2.08000000    2.45000000    4.20000000    1.00000000    1.00000000    0.60000000    0.60000000    3.22000000    0.88000000    0.48000000    1.24000000    1.00000000    0.80200000    0.06000400    0.04000600
   0.57501530    0.60000000    3.42374700    5.40000000   -5.00000000   10.00000000   14.60000000   17.20000000   25.00000000   29.60000000    0.65000000    0.10000000    0.18000000    0.70000000    0.73800000    0.88592000    0.00100000    0.00460000    0.00280000    0.00100000   35.00000000   30.00000000    0.00004060    0.00008020    0.00004287    0.00080200    0.00004287    0.00001000   35.00000000    1.00000000    1.00000000    1.00000000    0.00000000    1.00000000    1.00000000    0.00000000    0.40000000    0.60000000  230.00000000  409.00000000    1.37496000    1.57592000    0.60000000    1.00000000    0.90000000    0.90000000    0.26943000    0.60000000    4.93057000    3.73057000   10.00000000    9.00000000   17.00000000    5.00000000   35.00000000    2.00000000    0.14500000    2.08000000    2.45000000    4.20000000    1.00000000    1.00000000    0.60000000    0.60000000    3.22000000    0.88000000    0.48000000    1.24000000    1.00000000    0.80200000    0.06000400    0.04000600
   0.57501530    0.60000000    3.42374700    5.40000000   -5.00000000   10.00000000   14.60000000   17.20000000   25.00000000   29.60000000    0.65000000    0.10000000    0.18000000    0.70000000    0.73800000    0.88592000    0.00100000    0.00460000    0.00280000    0.00100000   35.00000000   30.00000000    0.00004060    0.00008020    0.00004287    0.00080200    0.00004287    0.00001000   35.00000000    1.00000000    1.00000000    1.00000000    0.00000000    1.00000000    1.00000000    0.00000000    0.40000000    0.60000000  230.00000000  409.00000000    1.37496000    1.57592000    0.60000000    1.00000000    0.90000000    0.90000000    0.26943000    0.60000000    4.93057000    3.73057000   10.00000000    9.00000000   17.00000000    5.00000000   35.00000000    2.00000000    0.14500000    2.08000000    2.45000000    4.20000000    1.00000000    1.00000000    0.60000000    0.60000000    3.22000000    0.88000000    1.62000000    1.24000000    1.00000000    0.80200000    0.06000400    0.04000600
   0.57501530    0.60000000    3.42374700    5.40000000   -5.00000000   10.00000000   14.60000000   17.20000000   38.80000000   29.60000000    0.65000000    0.10000000    0.18000000    0.70000000    0.73800000    0.88592000    0.00100000    0.00460000    0.00280000    0.00100000   35.00000000   30.00000000    0.00004060    0.00008020    0.00004287    0.00080200    0.00004287    0.00001000   35.00000000    1.00000000    1.00000000    1.00000000    0.00000000    1.00000000    1.00000000    0.00000000    0.40000000    0.60000000  230.00000000  409.00000000    1.37496000    1.57592000    0.60000000    1.00000000    0.90000000    0.90000000    0.26943000    0.60000000    4.93057000    3.73057000   10.00000000    9.00000000   17.00000000    5.00000000   35.00000000    2.00000000    0.14500000    2.08000000    2.45000000    4.20000000    1.00000000    1.00000000    0.60000000    0.60000000    3.22000000    0.88000000    1.62000000    1.24000000    1.00000000    0.80200000    0.06000400    0.04000600
   0.57501530    0.60000000    3.42374700    5.40000000   -5.00000000   10.00000000   14.60000000   17.20000000   38.80000000   29.60000000    0.65000000    0.10000000    0.18000000    0.70000000    0.73800000    0.88592000    0.00100000    0.00460000    0.00280000    0.00100000   35.00000000   30.00000000    0.00004060    0.00008020    0.00004287    0.00080200    0.00004287    0.00001000   35.00000000    1.00000000    1.00000000    1.00000000    0.00000000    1.00000000    1.00000000    0.00000000    0.40000000    0.00000000  230.00000000  409.00000000    1.37496000    1.57592000    0.60000000    1.00000000    0.90000000    0.90000000    0.26943000    0.60000000    4.93057000    3.73057000   10.00000000    9.00000000   17.00000000    5.00000000   35.00000000    2.00000000    0.14500000    2.08000000    2.45000000    4.20000000    1.00000000    1.00000000    0.60000000    0.60000000    3.22000000    0.88000000    1.62000000    1.24000000    1.00000000    0.80200000    0.06000400    0.04000600
   0.57501530    0.60000000    3.42374700    5.40000000   -5.00000000   10.00000000   14.60000000   17.20000000   38.80000000   29.60000000    0.65000000    0.10000000    0.18000000    0.70000000    0.73800000    0.88592000    0.00100000    0.00460000    0.00280000    0.00100000   35.00000000   30.00000000    0.00004060    0.00008020    0.00004287    0.00080200    0.00004287    0.00001000   35.00000000    1.00000000    0.78640000    1.00000000    0.00000000    1.00000000    1.00000000    0.00000000    0.40000000    0.00000000  230.00000000  409.00000000    1.37496000    1.57592000    0.60000000    1.00000000    0.90000000    0.90000000    0.26943000    0.60000000    4.93057000    3.73057000   10.00000000    9.00000000   17.00000000    5.00000000   35.00000000    2.00000000    0.14500000    2.08000000    2.45000000    4.20000000    1.00000000    1.00000000    0.60000000    0.60000000    3.22000000    0.88000000    1.62000000    1.24000000    1.00000000    0.80200000    0.06000400    0.04000600
   0.57501530    0.60000000    3.42374700    5.40000000   -5.00000000   10.00000000   14.60000000   17.20000000   38.80000000   29.60000000    0.65000000    0.10000000    0.18000000    0.70000000    0.73800000    0.88592000    0.00100000    0.00460000    0.00280000    0.00100000   35.00000000   30.00000000    0.00004060    0.00008020    0.00004287    0.00080200    0.00004287    0.00001000   35.00000000    1.00000000    0.78640000    1.00000000    0.00000000    1.00000000    1.00000000    0.00000000    0.40000000    0.00000000  230.00000000  409.00000000    1.37496000    1.57592000    0.60000000    1.00000000    0.90000000    0.90000000    0.26943000    0.60000000    4.93057000    3.73057000   10.00000000    9.00000000   17.00000000   17.00000000   35.00000000    2.00000000    0.14500000    2.08000000    2.45000000    4.20000000    1.00000000    1.00000000    0.60000000    0.60000000    3.22000000    0.88000000    1.62000000    1.24000000    1.00000000    0.80200000    0.06000400    0.04000600
   0.57501530    0.60000000    3.42374700    5.40000000   -5.00000000   10.00000000   14.60000000   17.20000000   38.80000000   29.60000000    0.65000000    0.10000000    0.18000000    0.70000000    0.73800000    0.88592000    0.00100000    0.00460000    0.00280000    0.00100000   35.00000000   30.00000000    0.00010000    0.00008020    0.00004287    0.00080200    0.00004287    0.00001000   35.00000000    1.00000000    0.78640000    1.00000000    0.00000000    1.00000000    1.00000000    0.00000000    0.40000000    0.00000000  230.00000000  409.00000000    1.37496000    1.57592000    0.60000000    1.00000000    0.90000000    0.90000000    0.26943000    0.60000000    4.93057000    3.73057000   10.00000000    9.00000000   17.00000000   17.00000000   35.00000000    2.00000000    0.14500000    2.08000000    2.45000000    4.20000000    1.00000000    1.00000000    0.60000000    0.60000000    3.22000000    0.88000000    1.62000000    1.24000000    1.00000000    0.80200000    0.06000400    0.04000600
   0.57501530    0.60000000    3.42374700    5.40000000   -5.00000000   10.00000000   14.60000000   17.20000000   38.80000000   29.60000000    0.65000000    0.10000000    0.18000000    0.70000000    0.73800000    0.88592000    0.00100000    0.00460000    0.00280000    0.00100000   35.00000000   30.00000000    0.00010000    0.00008020    0.00004287    0.00080200    0.00004287    0.00001000   35.00000000    1.00000000    0.78640000    1.00000000    0.00000000    1.00000000    1.00000000    0.00000000    0.40000000    0.00000000  230.00000000  409.00000000    1.37496000    2.17880000    0.60000000    1.00000000    0.90000000    0.90000000    0.26943000    0.60000000    4.93057000    3.73057000   10.00000000    9.00000000   17.00000000   17.00000000   35.00000000    2.00000000    0.14500000    2.08000000    2.45000000    4.20000000    1.00000000    1.00000000    0.60000000    0.60000000    3.22000000    0.88000000    1.62000000    1.24000000    1.00000000    0.80200000    0.06000400    0.04000600
   0.57501530    0.60000000    3.42374700    5.40000000   -5.00000000   10.00000000   14.60000000   17.20000000   38.80000000   29.60000000    0.65000000    0.10000000    0.18000000    0.70000000    0.73800000    0.88592000    0.00100000    0.00460000    0.00280000    0.00100000   35.00000000   30.00000000    0.00010000    0.00008020    0.00004287    0.00080200    0.00004287    0.00001000   35.00000000    1.00000000    0.78640000    1.00000000    0.00000000    1.00000000    1.00000000    0.00000000    0.40000000    0.00000000  230.00000000  409.00000000    1.37496000    2.17880000    0.90000000    1.00000000    0.90000000    0.90000000    0.26943000    0.60000000    4.93057000    3.73057000   10.00000000    9.00000000   17.00000000   17.00000000   35.00000000    2.00000000    0.14500000    2.08000000    2.45000000    4.20000000    1.00000000    1.00000000    0.60000000    0.60000000    3.22000000    0.88000000    1.62000000    1.24000000    1.00000000    0.80200000    0.06000400    0.04000600
   0.57501530    0.60000000    3.42374700    5.40000000   -5.00000000   10.00000000   14.60000000   17.20000000   38.80000000   29.60000000    0.65000000    0.10000000    0.18000000    0.70000000    0.73800000    0.88592000    0.00100000    0.00460000    0.00280000    0.00100000   35.00000000   30.00000000    0.00010000    0.00008020    0.00004287    0.00080200    0.00004287    0.00001000   35.00000000    1.00000000    0.78640000    1.00000000    0.00000000    1.00000000    1.00000000    0.00000000    0.40000000    0.00000000  230.00000000  409.00000000    1.37496000    2.17880000    0.90000000    1.00000000    0.90000000    0.90000000    0.26943000    0.60000000    4.93057000    3.73057000   10.00000000    9.00000000    5.00000000   17.00000000   35.00000000    2.00000000    0.14500000    2.08000000    2.45000000    4.20000000    1.00000000    1.00000000    0.60000000    0.60000000    3.22000000    0.88000000    1.62000000    1.24000000    1.00000000    0.80200000    0.06000400    0.04000600
   0.57501530    0.60000000    3.42374700    5.40000000   -5.00000000   10.00000000   14.60000000   17.20000000   38.80000000   29.60000000    0.65000000    0.10000000    0.18000000    0.70000000    0.73800000    0.88592000    0.00100000    0.00460000    0.00280000    0.00100000   35.00000000   30.00000000    0.00010000    0.00008020    0.00004287    0.00080200    0.00004287    0.00001000   35.00000000    1.00000000    0.78640000    1.00000000    0.00000000    1.00000000    1.00000000    0.00000000    0.40000000    0.00000000  230.00000000  409.00000000    1.37496000    2.17880000    0.90000000    1.00000000    0.90000000    0.90000000    0.26943000    0.60000000    4.93057000    3.73057000   10.00000000   21.00000000    5.00000000   17.00000000   35.00000000    2.00000000    0.14500000    2.08000000    2.45000000    4.20000000    1.00000000    1.00000000    0.60000000    0.60000000    3.22000000    0.88000000    1.62000000    1.24000000    1.00000000    0.80200000    0.06000400    0.04000600
   0.57501530    0.60000000    3.42374700    5.40000000   -5.00000000   10.00000000   14.60000000   17.20000000   38.80000000   29.60000000    0.65000000    0.10000000    0.18000000    0.70000000    0.73800000    0.88592000    0.00100000    0.00460000    0.00280000    0.00100000   35.00000000   30.00000000    0.00010000    0.00008020    0.00004287    0.00080200    0.00004287    0.00001000   35.00000000    1.00000000    0.78640000    1.00000000    0.00000000    1.00000000    1.00000000    0.00000000    0.40000000    0.00000000  230.00000000  409.00000000    1.37496000    2.17880000    0.90000000    1.00000000    0.90000000    0.90000000    0.26943000    0.60000000    4.93057000    3.73057000   10.00000000   21.00000000    5.00000000   17.00000000   35.00000000    2.00000000    0.14500000    2.08000000    2.45000000    4.20000000    1.00000000    1.00000000    0.30000000    0.60000000    3.22000000    0.88000000    1.62000000    1.24000000    1.00000000    0.80200000    0.06000400    0.04000600
   0.57501530    0.60000000    3.42374700    5.40000000   -5.00000000   10.00000000   14.60000000   17.20000000   38.80000000   29.60000000    0.65000000    0.10000000    0.18000000    0.70000000    0.73800000    0.88592000    0.00100000    0.00460000    0.00280000    0.00640000   35.00000000   30.00000000    0.00010000    0.00008020    0.00004287    0.00080200    0.00004287    0.00001000   35.00000000    1.00000000    0.78640000    1.00000000    0.00000000    1.00000000    1.00000000    0.00000000    0.40000000    0.00000000  230.00000000  409.00000000    1.37496000    2.17880000    0.90000000    1.00000000    0.90000000    0.90000000    0.26943000    0.60000000    4.93057000    3.73057000   10.00000000   21.00000000    5.00000000   17.00000000   35.00000000    2.00000000    0.14500000    2.08000000    2.45000000    4.20000000    1.00000000    1.00000000    0.30000000    0.60000000    3.22000000    0.88000000    1.62000000    1.24000000    1.00000000    0.80200000    0.06000400    0.04000600
   0.57501530    0.60000000    3.42374700    5.40000000   -5.00000000   10.00000000   14.60000000   17.20000000   38.80000000   29.60000000    0.65000000    0.10000000    0.18000000    0.70000000    0.73800000    0.88592000    0.00100000    0.00460000    0.00280000    0.00640000   35.00000000   30.00000000    0.00010000    0.00008020    0.00004287    0.00080200    0.00004287    0.00001000   35.00000000    1.00000000    0.78640000    0.78640000    0.00000000    1.00000000    1.00000000    0.00000000    0.40000000    0.00000000  230.00000000  409.00000000    1.37496000    2.17880000    0.90000000    1.00000000    0.90000000    0.90000000    0.26943000    0.60000000    4.93057000    3.73057000   10.00000000   21.00000000    5.00000000   17.00000000   35.00000000    2.00000000    0.14500000    2.08000000    2.45000000    4.20000000    1.00000000    1.00000000    0.30000000    0.60000000    3.22000000    0.88000000    1.62000000    1.24000000    1.00000000    0.80200000    0.06000400    0.04000600
   0.57501530    0.60000000    3.42374700    5.40000000   -5.00000000   10.00000000   14.60000000   17.20000000   38.80000000   29.60000000    0.65000000    0.10000000    0.18000000    0.70000000    0.73800000    0.88592000    0.00100000    0.00460000    0.00280000    0.00640000   35.00000000   30.00000000    0.00010000    0.00008020    0.00004287    0.00020800    0.00004287    0.00001000   35.00000000    1.00000000    0.78640000    0.78640000    0.00000000    1.00000000    1.00000000    0.00000000    0.40000000    0.00000000  230.00000000  409.00000000    1.37496000    2.17880000    0.90000000    1.00000000    0.90000000    0.90000000    0.26943000    0.60000000    4.93057000    3.73057000   10.00000000   21.00000000    5.00000000   17.00000000   35.00000000    2.00000000    0.14500000    2.08000000    2.45000000    4.20000000    1.00000000    1.00000000    0.30000000    0.60000000    3.22000000    0.88000000    1.62000000    1.24000000    1.00000000    0.80200000    0.06000400    0.04000600
   0.57501530    0.60000000    3.42374700    5.40000000   -5.00000000   10.00000000   14.60000000   17.20000000   38.80000000   29.60000000    0.65000000    0.10000000    0.18000000    0.70000000    0.73800000    0.88592000    0.00100000    0.00460000    0.00280000    0.00640000   35.00000000   30.00000000    0.00010000    0.00008020    0.00004287    0.00020800    0.00004287    0.00060400   35.00000000    1.00000000    0.78640000    0.78640000    0.00000000    1.00000000    1.00000000    0.00000000    0.40000000    0.00000000  230.00000000  409.00000000    1.37496000    2.17880000    0.90000000    1.00000000    0.90000000    0.90000000    0.26943000    0.60000000    4.93057000    3.73057000   10.00000000   21.00000000    5.00000000   17.00000000   35.00000000    2.00000000    0.14500000    2.08000000    2.45000000    4.20000000    1.00000000    1.00000000    0.30000000    0.60000000    3.22000000    0.88000000    1.62000000    1.24000000    1.00000000    0.80200000    0.06000400    0.04000600
   0.57501530    0.60000000    3.42374700    5.40000000   -5.00000000   10.00000000   14.60000000   17.20000000   38.80000000   29.60000000    0.65000000    0.10000000    0.18000000    0.70000000    0.73800000    0.88592000    0.00100000    0.00460000    0.00280000    0.00640000   35.00000000   30.00000000    0.00010000    0.00008020    0.00004287    0.00020800    0.00004287    0.00060400   35.00000000    1.00000000    0.78640000    0.78640000    0.00000000    1.00000000    1.00000000    0.00000000    0.40000000    0.00000000  230.00000000  409.00000000    1.37496000    2.17880000    0.90000000    1.00000000    0.90000000    0.90000000    0.26943000    0.60000000    4.93057000    3.73057000   10.00000000   21.00000000    5.00000000   17.00000000   35.00000000    2.00000000    0.14500000    2.08000000    2.45000000    4.20000000    1.00000000    1.00000000    0.30000000    0.60000000    3.22000000    3.22000000    1.62000000    1.24000000    1.00000000    0.80200000    0.06000400    0.04000600
