  0.57501530   0.80000000   3.42374700   0.20000000   5.00885900   0.00000000  15.00000000   0.80000000  40.00000000   0.00000000   0.65000000   1.00000000   0.65000000   0.40000000   0.80000000   0.40000000   0.40000000   0.40000000   0.08455921   0.60000000  35.00000000  30.00000000   0.20000000   0.60000000   0.00004287   0.40000000   0.00004287   1.00000000  35.00000000   1.00000000   0.40000000   0.00000000   0.60000000   1.00000000   1.00000000   0.60000000   1.00000000   0.80000000 230.00000000   0.60000000   1.50000000   0.80000000   0.20000000   0.40000000   1.00000000   0.56827900   0.26943000   0.40000000   0.60000000   4.23000000  10.00000000   0.80000000   0.00000000   0.80000000  35.00000000   2.00000000   0.14500000   0.40000000   2.45000000   0.20000000   0.40000000   0.20000000   0.80000000   0.20000000   1.00000000   0.80000000   1.00000000   0.40000000   0.40000000   0.60000000   0.20000000   0.80000000
  0.57501530   0.80000000   3.42374700   0.20000000   5.00885900   0.00000000  15.00000000   0.80000000  40.00000000   0.00000000   0.65000000   1.00000000   0.65000000   0.40000000   0.80000000   0.40000000   0.40000000   0.40000000   0.08455921   0.60000000  35.00000000  30.00000000   0.20000000   0.60000000   0.00004287   0.40000000   0.00004287   1.00000000  35.00000000   1.00000000   0.40000000   0.00000000   0.60000000   1.00000000   1.00000000   0.60000000   1.00000000   0.80000000 230.00000000   0.60000000   1.50000000   0.80000000   0.20000000   0.40000000   1.00000000   0.56827900   0.26943000   0.40000000   0.60000000   4.23000000  10.00000000   0.80000000   0.00000000   0.80000000  35.00000000   2.00000000   0.14500000   0.40000000   2.45000000   0.20000000   0.40000000   0.20000000   0.80000000   0.20000000   1.00000000   0.80000000   1.00000000   0.40000000   0.40000000   0.60000000   0.20000000   0.20000000
  0.57501530   0.80000000   3.42374700   0.20000000   5.00885900   0.00000000  15.00000000   0.80000000  40.00000000   0.00000000   0.65000000   1.00000000   0.65000000   0.40000000   0.80000000   0.40000000   0.40000000   0.40000000   0.08455921   0.60000000  35.00000000  30.00000000   0.20000000   0.60000000   0.00004287   0.40000000   0.00004287   1.00000000  35.00000000   1.00000000   0.40000000   0.00000000   0.60000000   1.00000000   1.00000000   0.60000000   1.00000000   0.80000000 230.00000000   0.60000000   1.50000000   0.80000000   0.20000000   0.40000000   1.00000000   0.56827900   0.26943000   0.40000000   0.60000000   4.23000000  10.00000000   0.80000000   0.00000000   0.80000000  35.00000000   2.00000000   0.14500000   0.40000000   2.45000000   0.20000000   0.40000000   0.20000000   0.80000000   0.20000000   1.00000000   0.80000000   1.00000000   1.00000000   0.40000000   0.60000000   0.20000000   0.20000000
  0.57501530   0.80000000   3.42374700   0.20000000   5.00885900   0.00000000  15.00000000   0.80000000  40.00000000   0.00000000   0.65000000   1.00000000   0.65000000   0.40000000   0.80000000   0.40000000   0.40000000   0.40000000   0.08455921   0.60000000  35.00000000  30.00000000   0.20000000   0.60000000   0.00004287   0.40000000   0.00004287   1.00000000  35.00000000   1.00000000   0.40000000   0.00000000   0.60000000   1.00000000   1.00000000   0.60000000   1.00000000   0.80000000 230.00000000   0.60000000   1.50000000   0.80000000   0.20000000   0.40000000   1.00000000   0.56827900   0.26943000   0.40000000   0.60000000   4.23000000  10.00000000   0.80000000   0.60000000   0.80000000  35.00000000   2.00000000   0.14500000   0.40000000   2.45000000   0.20000000   0.40000000   0.20000000   0.80000000   0.20000000   1.00000000   0.80000000   1.00000000   1.00000000   0.40000000   0.60000000   0.20000000   0.20000000
  0.57501530   0.80000000   3.42374700   0.20000000   5.00885900   0.00000000  15.00000000   0.80000000  40.00000000   0.00000000   0.65000000   1.00000000   0.65000000   0.40000000   0.80000000   0.40000000   0.40000000   0.40000000   0.08455921   0.60000000  35.00000000  30.00000000   0.20000000   0.60000000   0.00004287   0.40000000   0.00004287   1.00000000  35.00000000   1.00000000   0.40000000   0.00000000   0.60000000   1.00000000   1.00000000   0.60000000   1.00000000   0.80000000 230.00000000   0.60000000   1.50000000   0.80000000   0.20000000   0.40000000   1.00000000   0.56827900   0.26943000   0.40000000   0.60000000   4.23000000  10.00000000   0.80000000   0.60000000   0.80000000  35.00000000   2.00000000   0.14500000   0.40000000   2.45000000   0.20000000   0.40000000   0.20000000   0.80000000   0.20000000   1.00000000   0.80000000   1.00000000   1.00000000   0.40000000   0.60000000   0.80000000   0.20000000
  0.57501530   0.80000000   3.42374700   0.20000000   5.00885900   0.00000000  15.00000000   0.80000000  40.00000000   0.00000000   0.65000000   1.00000000   0.65000000   0.40000000   0.80000000   0.40000000   0.40000000   0.40000000   0.08455921   0.60000000  35.00000000  30.00000000   0.20000000   0.60000000   0.00004287   0.40000000   0.00004287   1.00000000  35.00000000   1.00000000   0.40000000   0.00000000   0.60000000   1.00000000   1.00000000   0.60000000   1.00000000   0.80000000 230.00000000   0.60000000   1.50000000   0.80000000   0.20000000   0.40000000   1.00000000   0.56827900   0.26943000   0.40000000   0.00000000   4.23000000  10.00000000   0.80000000   0.60000000   0.80000000  35.00000000   2.00000000   0.14500000   0.40000000   2.45000000   0.20000000   0.40000000   0.20000000   0.80000000   0.20000000   1.00000000   0.80000000   1.00000000   1.00000000   0.40000000   0.60000000   0.80000000   0.20000000
  0.57501530   0.80000000   3.42374700   0.20000000   5.00885900   0.00000000  15.00000000   0.80000000  40.00000000   0.00000000   0.65000000   1.00000000   0.65000000   0.40000000   0.80000000   0.40000000   0.40000000   0.40000000   0.08455921   0.60000000  35.00000000  30.00000000   0.20000000   0.60000000   0.00004287   0.40000000   0.00004287   1.00000000  35.00000000   1.00000000   0.40000000   0.00000000   0.60000000   1.00000000   1.00000000   0.60000000   1.00000000   0.80000000 230.00000000   0.60000000   1.50000000   0.80000000   0.20000000   0.40000000   1.00000000   0.56827900   0.26943000   0.40000000   0.00000000   4.23000000  10.00000000   0.80000000   0.60000000   0.80000000  35.00000000   2.00000000   0.14500000   0.40000000   2.45000000   0.20000000   0.40000000   0.20000000   0.20000000   0.20000000   1.00000000   0.80000000   1.00000000   1.00000000   0.40000000   0.60000000   0.80000000   0.20000000
  0.57501530   0.80000000   3.42374700   0.20000000   5.00885900   0.00000000  15.00000000   0.20000000  40.00000000   0.00000000   0.65000000   1.00000000   0.65000000   0.40000000   0.80000000   0.40000000   0.40000000   0.40000000   0.08455921   0.60000000  35.00000000  30.00000000   0.20000000   0.60000000   0.00004287   0.40000000   0.00004287   1.00000000  35.00000000   1.00000000   0.40000000   0.00000000   0.60000000   1.00000000   1.00000000   0.60000000   1.00000000   0.80000000 230.00000000   0.60000000   1.50000000   0.80000000   0.20000000   0.40000000   1.00000000   0.56827900   0.26943000   0.40000000   0.00000000   4.23000000  10.00000000   0.80000000   0.60000000   0.80000000  35.00000000   2.00000000   0.14500000   0.40000000   2.45000000   0.20000000   0.40000000   0.20000000   0.20000000   0.20000000   1.00000000   0.80000000   1.00000000   1.00000000   0.40000000   0.60000000   0.80000000   0.20000000
  0.57501530   0.80000000   3.42374700   0.20000000   5.00885900   0.00000000  15.00000000   0.20000000  40.00000000   0.00000000   0.65000000   1.00000000   0.65000000   0.40000000   0.80000000   0.40000000   0.40000000   0.40000000   0.08455921   0.60000000  35.00000000  30.00000000   0.20000000   0.60000000   0.00004287   0.40000000   0.00004287   1.00000000  35.00000000   1.00000000   0.40000000   0.00000000   0.60000000   1.00000000   1.00000000   0.60000000   1.00000000   0.80000000 230.00000000   0.60000000   1.50000000   0.80000000   0.20000000   0.40000000   0.40000000   0.56827900   0.26943000   0.40000000   0.00000000   4.23000000  10.00000000   0.80000000   0.60000000   0.80000000  35.00000000   2.00000000   0.14500000   0.40000000   2.45000000   0.20000000   0.40000000   0.20000000   0.20000000   0.20000000   1.00000000   0.80000000   1.00000000   1.00000000   0.40000000   0.60000000   0.80000000   0.20000000
  0.57501530   0.80000000   3.42374700   0.20000000   5.00885900   0.60000000  15.00000000   0.20000000  40.00000000   0.00000000   0.65000000   1.00000000   0.65000000   0.40000000   0.80000000   0.40000000   0.40000000   0.40000000   0.08455921   0.60000000  35.00000000  30.00000000   0.20000000   0.60000000   0.00004287   0.40000000   0.00004287   1.00000000  35.00000000   1.00000000   0.40000000   0.00000000   0.60000000   1.00000000   1.00000000   0.60000000   1.00000000   0.80000000 230.00000000   0.60000000   1.50000000   0.80000000   0.20000000   0.40000000   0.40000000   0.56827900   0.26943000   0.40000000   0.00000000   4.23000000  10.00000000   0.80000000   0.60000000   0.80000000  35.00000000   2.00000000   0.14500000   0.40000000   2.45000000   0.20000000   0.40000000   0.20000000   0.20000000   0.20000000   1.00000000   0.80000000   1.00000000   1.00000000   0.40000000   0.60000000   0.80000000   0.20000000
  0.57501530   0.80000000   3.42374700   0.20000000   5.00885900   0.60000000  15.00000000   0.20000000  40.00000000   0.00000000   0.65000000   1.00000000   0.65000000   0.40000000   0.80000000   0.40000000   0.40000000   0.40000000   0.08455921   0.60000000  35.00000000  30.00000000   0.20000000   0.60000000   0.00004287   0.40000000   0.00004287   1.00000000  35.00000000   1.00000000   0.40000000   0.00000000   0.60000000   0.40000000   1.00000000   0.60000000   1.00000000   0.80000000 230.00000000   0.60000000   1.50000000   0.80000000   0.20000000   0.40000000   0.40000000   0.56827900   0.26943000   0.40000000   0.00000000   4.23000000  10.00000000   0.80000000   0.60000000   0.80000000  35.00000000   2.00000000   0.14500000   0.40000000   2.45000000   0.20000000   0.40000000   0.20000000   0.20000000   0.20000000   1.00000000   0.80000000   1.00000000   1.00000000   0.40000000   0.60000000   0.80000000   0.20000000
  0.57501530   0.80000000   3.42374700   0.20000000   5.00885900   0.60000000  15.00000000   0.20000000  40.00000000   0.00000000   0.65000000   1.00000000   0.65000000   0.40000000   0.80000000   0.40000000   0.40000000   0.40000000   0.08455921   0.60000000  35.00000000  30.00000000   0.20000000   0.60000000   0.00004287   0.40000000   0.00004287   1.00000000  35.00000000   1.00000000   0.40000000   0.00000000   0.60000000   0.40000000   1.00000000   0.60000000   1.00000000   0.80000000 230.00000000   0.60000000   1.50000000   0.80000000   0.20000000   0.40000000   0.40000000   0.56827900   0.26943000   0.40000000   0.00000000   4.23000000  10.00000000   0.80000000   0.60000000   0.80000000  35.00000000   2.00000000   0.14500000   0.40000000   2.45000000   0.20000000   0.40000000   0.20000000   0.20000000   0.20000000   1.00000000   0.80000000   1.00000000   1.00000000   1.00000000   0.60000000   0.80000000   0.20000000
  0.57501530   0.80000000   3.42374700   0.20000000   5.00885900   0.60000000  15.00000000   0.20000000  40.00000000   0.00000000   0.65000000   1.00000000   0.65000000   0.40000000   0.80000000   0.40000000   0.40000000   0.40000000   0.08455921   0.60000000  35.00000000  30.00000000   0.20000000   0.60000000   0.00004287   0.40000000   0.00004287   1.00000000  35.00000000   1.00000000   0.40000000   0.00000000   0.60000000   0.40000000   1.00000000   0.60000000   1.00000000   0.80000000 230.00000000   0.60000000   1.50000000   0.80000000   0.20000000   0.40000000   0.40000000   0.56827900   0.26943000   0.40000000   0.00000000   4.23000000  10.00000000   0.80000000   0.60000000   0.80000000  35.00000000   2.00000000   0.14500000   0.40000000   2.45000000   0.20000000   0.40000000   0.80000000   0.20000000   0.20000000   1.00000000   0.80000000   1.00000000   1.00000000   1.00000000   0.60000000   0.80000000   0.20000000
  0.57501530   0.80000000   3.42374700   0.20000000   5.00885900   0.60000000  15.00000000   0.20000000  40.00000000   0.00000000   0.65000000   1.00000000   0.65000000   0.40000000   0.80000000   0.40000000   0.40000000   0.40000000   0.08455921   0.60000000  35.00000000  30.00000000   0.20000000   0.60000000   0.00004287   0.40000000   0.00004287   1.00000000  35.00000000   1.00000000   0.40000000   0.00000000   0.60000000   0.40000000   1.00000000   0.60000000   1.00000000   0.80000000 230.00000000   0.60000000   1.50000000   0.80000000   0.80000000   0.40000000   0.40000000   0.56827900   0.26943000   0.40000000   0.00000000   4.23000000  10.00000000   0.80000000   0.60000000   0.80000000  35.00000000   2.00000000   0.14500000   0.40000000   2.45000000   0.20000000   0.40000000   0.80000000   0.20000000   0.20000000   1.00000000   0.80000000   1.00000000   1.00000000   1.00000000   0.60000000   0.80000000   0.20000000
  0.57501530   0.80000000   3.42374700   0.20000000   5.00885900   0.60000000  15.00000000   0.20000000  40.00000000   0.00000000   0.65000000   1.00000000   0.65000000   0.40000000   0.80000000   0.40000000   0.40000000   0.40000000   0.08455921   0.60000000  35.00000000  30.00000000   0.20000000   0.60000000   0.00004287   0.40000000   0.00004287   1.00000000  35.00000000   1.00000000   0.40000000   0.00000000   0.60000000   0.40000000   1.00000000   0.60000000   1.00000000   0.80000000 230.00000000   0.60000000   1.50000000   0.80000000   0.80000000   0.40000000   0.40000000   0.56827900   0.26943000   0.40000000   0.00000000   4.23000000  10.00000000   0.80000000   0.60000000   0.80000000  35.00000000   2.00000000   0.14500000   0.40000000   2.45000000   0.20000000   0.40000000   0.80000000   0.20000000   0.20000000   1.00000000   0.80000000   0.40000000   1.00000000   1.00000000   0.60000000   0.80000000   0.20000000
  0.57501530   0.80000000   3.42374700   0.20000000   5.00885900   0.60000000  15.00000000   0.20000000  40.00000000   0.00000000   0.65000000   0.40000000   0.65000000   0.40000000   0.80000000   0.40000000   0.40000000   0.40000000   0.08455921   0.60000000  35.00000000  30.00000000   0.20000000   0.60000000   0.00004287   0.40000000   0.00004287   1.00000000  35.00000000   1.00000000   0.40000000   0.00000000   0.60000000   0.40000000   1.00000000   0.60000000   1.00000000   0.80000000 230.00000000   0.60000000   1.50000000   0.80000000   0.80000000   0.40000000   0.40000000   0.56827900   0.26943000   0.40000000   0.00000000   4.23000000  10.00000000   0.80000000   0.60000000   0.80000000  35.00000000   2.00000000   0.14500000   0.40000000   2.45000000   0.20000000   0.40000000   0.80000000   0.20000000   0.20000000   1.00000000   0.80000000   0.40000000   1.00000000   1.00000000   0.60000000   0.80000000   0.20000000
  0.57501530   0.80000000   3.42374700   0.20000000   5.00885900   0.60000000  15.00000000   0.20000000  40.00000000   0.00000000   0.65000000   0.40000000   0.65000000   0.40000000   0.80000000   0.40000000   0.40000000   0.40000000   0.08455921   0.60000000  35.00000000  30.00000000   0.20000000   0.60000000   0.00004287   0.40000000   0.00004287   1.00000000  35.00000000   1.00000000   0.40000000   0.00000000   0.60000000   0.40000000   1.00000000   0.60000000   1.00000000   0.80000000 230.00000000   0.60000000   1.50000000   0.80000000   0.80000000   0.40000000   0.40000000   0.56827900   0.26943000   0.40000000   0.00000000   4.23000000  10.00000000   0.80000000   0.60000000   0.80000000  35.00000000   2.00000000   0.14500000   0.40000000   2.45000000   0.20000000   0.40000000   0.80000000   0.20000000   0.20000000   1.00000000   0.80000000   0.40000000   1.00000000   1.00000000   0.00000000   0.80000000   0.20000000
  0.57501530   0.20000000   3.42374700   0.20000000   5.00885900   0.60000000  15.00000000   0.20000000  40.00000000   0.00000000   0.65000000   0.40000000   0.65000000   0.40000000   0.80000000   0.40000000   0.40000000   0.40000000   0.08455921   0.60000000  35.00000000  30.00000000   0.20000000   0.60000000   0.00004287   0.40000000   0.00004287   1.00000000  35.00000000   1.00000000   0.40000000   0.00000000   0.60000000   0.40000000   1.00000000   0.60000000   1.00000000   0.80000000 230.00000000   0.60000000   1.50000000   0.80000000   0.80000000   0.40000000   0.40000000   0.56827900   0.26943000   0.40000000   0.00000000   4.23000000  10.00000000   0.80000000   0.60000000   0.80000000  35.00000000   2.00000000   0.14500000   0.40000000   2.45000000   0.20000000   0.40000000   0.80000000   0.20000000   0.20000000   1.00000000   0.80000000   0.40000000   1.00000000   1.00000000   0.00000000   0.80000000   0.20000000
  0.57501530   0.20000000   3.42374700   0.20000000   5.00885900   0.60000000  15.00000000   0.20000000  40.00000000   0.00000000   0.65000000   0.40000000   0.65000000   0.40000000   0.80000000   0.40000000   0.40000000   0.40000000   0.08455921   0.60000000  35.00000000  30.00000000   0.20000000   0.60000000   0.00004287   0.40000000   0.00004287   1.00000000  35.00000000   1.00000000   0.40000000   0.00000000   0.60000000   0.40000000   1.00000000   0.60000000   1.00000000   0.80000000 230.00000000   0.60000000   1.50000000   0.80000000   0.80000000   0.40000000   0.40000000   0.56827900   0.26943000   0.40000000   0.00000000   4.23000000  10.00000000   0.80000000   0.60000000   0.80000000  35.00000000   2.00000000   0.14500000   0.40000000   2.45000000   0.20000000   0.40000000   0.80000000   0.20000000   0.20000000   1.00000000   0.20000000   0.40000000   1.00000000   1.00000000   0.00000000   0.80000000   0.20000000
