 model_time, Volume_sub_sim_0116, Volume_sub_obs_0116, Volume_sub_sim_0178, Volume_sub_obs_0178,
    3081,    206.64,            ,    206.87,            ,
    3082,    206.64,            ,    206.86,            ,
    3083,    206.63,            ,    206.85,            ,
    3084,    206.62,            ,    206.84,            ,
    3085,    206.61,            ,    206.83,            ,
    3086,    206.61,            ,    206.83,            ,
    3087,    206.60,            ,    206.82,            ,
    3088,    206.59,            ,    206.81,            ,
    3089,    206.58,            ,    206.81,            ,
    3090,    206.58,            ,    206.80,            ,
    3091,    206.57,            ,    206.79,            ,
    3092,    206.57,            ,    206.79,            ,
    3093,    206.57,            ,    206.79,            ,
    3094,    206.58,            ,    206.80,            ,
    3095,    206.59,            ,    206.81,            ,
    3096,    206.60,            ,    206.82,            ,
    3097,    206.61,            ,    206.83,            ,
    3098,    206.63,            ,    206.85,            ,
    3099,    206.65,            ,    206.87,            ,
    3100,    206.68,            ,    206.90,            ,
    3101,    206.71,            ,    206.93,            ,
    3102,    206.74,            ,    206.96,            ,
    3103,    206.79,            ,    207.01,            ,
    3104,    206.82,            ,    207.04,            ,
    3105,    206.85,            ,    207.07,            ,
    3106,    206.89,            ,    207.11,            ,
    3107,    206.91,            ,    207.13,            ,
    3108,    206.97,            ,    207.19,            ,
    3109,    207.00,            ,    207.22,            ,
    3110,    207.03,            ,    207.25,            ,
    3111,    207.09,            ,    207.31,            ,
    3112,    207.15,            ,    207.38,            ,
    3113,    207.21,            ,    207.43,            ,
    3114,    207.27,            ,    207.49,            ,
    3115,    207.35,            ,    207.58,            ,
    3116,    207.41,            ,    207.63,            ,
    3117,    207.48,            ,    207.70,            ,
    3118,    207.56,            ,    207.78,            ,
    3119,    207.65,            ,    207.87,            ,
    3120,    207.72,            ,    207.94,            ,
    3121,    207.78,            ,    208.01,            ,
    3122,    207.84,            ,    208.07,            ,
    3123,    207.88,            ,    208.11,            ,
    3124,    207.93,            ,    208.16,            ,
    3125,    207.97,            ,    208.20,            ,
    3126,    208.02,            ,    208.26,            ,
    3127,    208.05,            ,    208.29,            ,
    3128,    208.08,            ,    208.32,            ,
    3129,    208.11,            ,    208.35,            ,
    3130,    208.14,            ,    208.38,            ,
    3131,    208.21,            ,    208.46,            ,
    3132,    208.30,            ,    208.54,            ,
    3133,    208.36,            ,    208.60,            ,
    3134,    208.40,            ,    208.65,            ,
    3135,    208.45,            ,    208.69,            ,
    3136,    208.47,            ,    208.71,            ,
    3137,    208.48,            ,    208.73,            ,
    3138,    208.51,            ,    208.76,            ,
    3139,    208.54,            ,    208.79,            ,
    3140,    208.60,            ,    208.85,            ,
    3141,    208.63,            ,    208.89,            ,
    3142,    208.66,            ,    208.91,            ,
    3143,    208.69,            ,    208.94,            ,
    3144,    208.76,            ,    209.02,            ,
    3145,    208.82,            ,    209.08,            ,
    3146,    208.88,            ,    209.14,            ,
    3147,    208.94,            ,    209.20,            ,
    3148,    208.98,            ,    209.24,            ,
    3149,    209.02,            ,    209.28,            ,
    3150,    209.06,            ,    209.32,            ,
    3151,    209.11,            ,    209.37,            ,
    3152,    209.21,            ,    209.47,            ,
    3153,    209.30,            ,    209.57,            ,
    3154,    209.39,            ,    209.65,            ,
    3155,    209.40,            ,    209.66,            ,
    3156,    209.41,            ,    209.68,            ,
    3157,    209.42,            ,    209.68,            ,
    3158,    209.43,            ,    209.69,            ,
    3159,    209.52,            ,    209.78,            ,
    3160,    209.60,            ,    209.86,            ,
    3161,    209.67,            ,    209.93,            ,
    3162,    209.71,            ,    209.97,            ,
    3163,    209.74,            ,    210.01,            ,
    3164,    209.78,            ,    210.04,            ,
    3165,    209.82,            ,    210.08,            ,
    3166,    209.83,            ,    210.09,            ,
    3167,    209.83,            ,    210.09,            ,
    3168,    209.90,            ,    210.16,            ,
    3169,    209.98,            ,    210.24,            ,
    3170,    210.03,            ,    210.29,            ,
    3171,    210.09,            ,    210.35,            ,
    3172,    210.16,            ,    210.42,            ,
    3173,    210.18,            ,    210.44,            ,
    3174,    210.20,            ,    210.46,            ,
    3175,    210.22,            ,    210.48,            ,
    3176,    210.23,            ,    210.49,            ,
    3177,    210.28,            ,    210.54,            ,
    3178,    210.32,            ,    210.58,            ,
    3179,    210.35,            ,    210.61,            ,
    3180,    210.39,            ,    210.65,            ,
    3181,    210.47,            ,    210.73,            ,
    3182,    210.54,            ,    210.80,            ,
    3183,    210.62,            ,    210.88,            ,
    3184,    210.69,            ,    210.95,            ,
    3185,    210.75,            ,    211.01,            ,
    3186,    210.78,            ,    211.05,            ,
    3187,    210.81,            ,    211.07,            ,
    3188,    210.82,            ,    211.08,            ,
    3189,    210.81,            ,    211.07,            ,
    3190,    210.81,            ,    211.07,            ,
    3191,    210.83,            ,    211.09,            ,
    3192,    210.82,            ,    211.08,            ,
    3193,    210.82,            ,    211.08,            ,
    3194,    210.83,            ,    211.09,            ,
    3195,    210.87,            ,    211.13,            ,
    3196,    210.89,            ,    211.15,            ,
    3197,    210.92,            ,    211.17,            ,
    3198,    210.93,            ,    211.19,            ,
    3199,    210.93,            ,    211.19,            ,
    3200,    210.92,            ,    211.18,            ,
    3201,    210.92,            ,    211.17,            ,
    3202,    210.91,            ,    211.17,            ,
    3203,    210.90,            ,    211.16,            ,
    3204,    210.89,            ,    211.15,            ,
    3205,    210.89,            ,    211.14,            ,
    3206,    210.88,            ,    211.13,            ,
    3207,    210.87,            ,    211.13,            ,
    3208,    210.91,            ,    211.16,            ,
    3209,    210.94,            ,    211.20,            ,
    3210,    210.96,            ,    211.22,            ,
    3211,    210.98,            ,    211.24,            ,
    3212,    210.98,            ,    211.24,            ,
    3213,    210.98,            ,    211.24,            ,
    3214,    210.97,            ,    211.23,            ,
    3215,    210.96,            ,    211.22,            ,
    3216,    210.95,            ,    211.21,            ,
    3217,    210.95,            ,    211.20,            ,
    3218,    210.94,            ,    211.20,            ,
    3219,    210.94,            ,    211.20,            ,
    3220,    210.96,            ,    211.22,            ,
    3221,    210.97,            ,    211.22,            ,
    3222,    210.98,            ,    211.24,            ,
    3223,    211.00,            ,    211.25,            ,
    3224,    210.99,            ,    211.25,            ,
    3225,    210.99,            ,    211.24,            ,
    3226,    210.98,            ,    211.24,            ,
    3227,    210.97,            ,    211.23,            ,
    3228,    210.97,            ,    211.22,            ,
    3229,    210.96,            ,    211.21,            ,
    3230,    210.95,            ,    211.21,            ,
    3231,    210.94,            ,    211.20,            ,
    3232,    210.93,            ,    211.19,            ,
    3233,    210.93,            ,    211.18,            ,
    3234,    210.92,            ,    211.17,            ,
    3235,    210.91,            ,    211.17,            ,
    3236,    210.90,            ,    211.16,            ,
    3237,    210.89,            ,    211.15,            ,
    3238,    210.89,            ,    211.14,            ,
    3239,    210.88,            ,    211.13,            ,
    3240,    210.87,            ,    211.13,            ,
    3241,    210.86,            ,    211.12,            ,
    3242,    210.85,            ,    211.11,            ,
    3243,    210.85,            ,    211.10,            ,
    3244,    210.84,            ,    211.09,            ,
    3245,    210.83,            ,    211.09,            ,
    3246,    210.82,            ,    211.08,            ,
    3247,    210.81,            ,    211.07,            ,
    3248,    210.81,            ,    211.06,            ,
    3249,    210.80,            ,    211.05,            ,
    3250,    210.79,            ,    211.05,            ,
    3251,    210.78,            ,    211.04,            ,
    3252,    210.77,            ,    211.03,            ,
    3253,    210.77,            ,    211.02,            ,
    3254,    210.76,            ,    211.02,            ,
    3255,    210.75,            ,    211.01,            ,
    3256,    210.74,            ,    211.00,            ,
    3257,    210.73,            ,    210.99,            ,
    3258,    210.73,            ,    210.99,            ,
    3259,    210.73,            ,    210.99,            ,
    3260,    210.73,            ,    210.99,            ,
    3261,    210.73,            ,    210.99,            ,
    3262,    210.73,            ,    210.99,            ,
    3263,    210.73,            ,    210.99,            ,
    3264,    210.73,            ,    210.99,            ,
    3265,    210.73,            ,    210.99,            ,
    3266,    210.73,            ,    210.99,            ,
    3267,    210.73,            ,    210.99,            ,
    3268,    210.73,            ,    210.99,            ,
    3269,    210.73,            ,    210.99,            ,
    3270,    210.73,            ,    210.99,            ,
    3271,    210.73,            ,    210.99,            ,
    3272,    210.73,            ,    210.99,            ,
    3273,    210.73,            ,    210.99,            ,
    3274,    210.73,            ,    210.99,            ,
    3275,    210.73,            ,    210.99,            ,
    3276,    210.73,            ,    210.99,            ,
    3277,    210.73,            ,    210.99,            ,
    3278,    210.73,            ,    210.99,            ,
    3279,    210.73,            ,    210.99,            ,
    3280,    210.73,            ,    210.99,            ,
    3281,    210.73,            ,    210.99,            ,
    3282,    210.73,            ,    210.99,            ,
    3283,    210.73,            ,    210.99,            ,
    3284,    210.73,            ,    210.99,            ,
    3285,    210.73,            ,    210.99,            ,
    3286,    210.73,            ,    210.99,            ,
    3287,    210.73,            ,    210.99,            ,
    3288,    210.73,            ,    210.99,            ,
    3289,    210.73,            ,    210.99,            ,
    3290,    210.73,            ,    210.99,            ,
    3291,    210.73,            ,    210.99,            ,
    3292,    210.73,            ,    210.99,            ,
    3293,    210.73,            ,    210.99,            ,
    3294,    210.73,            ,    210.99,            ,
    3295,    210.73,            ,    210.99,            ,
    3296,    210.73,            ,    210.99,            ,
    3297,    210.73,            ,    210.99,            ,
    3298,    210.73,            ,    210.99,            ,
    3299,    210.73,            ,    210.99,            ,
    3300,    210.73,            ,    210.99,            ,
    3301,    210.73,            ,    210.99,            ,
    3302,    210.73,            ,    210.99,            ,
    3303,    210.73,            ,    210.99,            ,
    3304,    210.73,            ,    210.99,            ,
    3305,    210.73,            ,    210.99,            ,
    3306,    210.73,            ,    210.99,            ,
    3307,    210.73,            ,    210.99,            ,
    3308,    210.73,            ,    210.99,            ,
    3309,    210.73,            ,    210.99,            ,
    3310,    210.73,            ,    210.99,            ,
    3311,    210.73,            ,    210.99,            ,
    3312,    210.73,            ,    210.99,            ,
    3313,    210.73,            ,    210.99,            ,
    3314,    210.73,            ,    210.99,            ,
    3315,    210.73,            ,    210.99,            ,
    3316,    210.73,            ,    210.99,            ,
    3317,    210.73,            ,    210.99,            ,
    3318,    210.73,            ,    210.99,            ,
    3319,    210.73,            ,    210.98,            ,
    3320,    210.72,            ,    210.98,            ,
    3321,    210.71,            ,    210.97,            ,
    3322,    210.70,            ,    210.96,            ,
    3323,    210.70,            ,    210.95,            ,
    3324,    210.69,            ,    210.94,            ,
    3325,    210.68,            ,    210.94,            ,
    3326,    210.67,            ,    210.93,            ,
    3327,    210.66,            ,    210.92,            ,
    3328,    210.66,            ,    210.91,            ,
    3329,    210.65,            ,    210.90,            ,
    3330,    210.64,            ,    210.90,            ,
    3331,    210.63,            ,    210.89,            ,
    3332,    210.62,            ,    210.88,            ,
    3333,    210.62,            ,    210.87,            ,
    3334,    210.61,            ,    210.86,            ,
    3335,    210.60,            ,    210.86,            ,
    3336,    210.59,            ,    210.85,            ,
    3337,    210.58,            ,    210.84,            ,
    3338,    210.58,            ,    210.83,            ,
    3339,    210.57,            ,    210.82,            ,
    3340,    210.56,            ,    210.82,            ,
    3341,    210.55,            ,    210.81,            ,
    3342,    210.54,            ,    210.80,            ,
    3343,    210.54,            ,    210.79,            ,
    3344,    210.53,            ,    210.78,            ,
    3345,    210.52,            ,    210.78,            ,
    3346,    210.51,            ,    210.77,            ,
    3347,    210.50,            ,    210.76,            ,
    3348,    210.50,            ,    210.75,            ,
    3349,    210.49,            ,    210.74,            ,
    3350,    210.48,            ,    210.74,            ,
    3351,    210.47,            ,    210.73,            ,
    3352,    210.46,            ,    210.72,            ,
    3353,    210.46,            ,    210.71,            ,
    3354,    210.45,            ,    210.70,            ,
    3355,    210.44,            ,    210.70,            ,
    3356,    210.43,            ,    210.69,            ,
    3357,    210.42,            ,    210.68,            ,
    3358,    210.42,            ,    210.67,            ,
    3359,    210.41,            ,    210.66,            ,
    3360,    210.40,            ,    210.66,            ,
    3361,    210.39,            ,    210.65,            ,
    3362,    210.38,            ,    210.64,            ,
    3363,    210.38,            ,    210.63,            ,
    3364,    210.37,            ,    210.62,            ,
    3365,    210.36,            ,    210.62,            ,
    3366,    210.35,            ,    210.61,            ,
    3367,    210.34,            ,    210.60,            ,
    3368,    210.34,            ,    210.59,            ,
    3369,    210.33,            ,    210.58,            ,
    3370,    210.32,            ,    210.58,            ,
    3371,    210.31,            ,    210.57,            ,
    3372,    210.30,            ,    210.56,            ,
    3373,    210.30,            ,    210.55,            ,
    3374,    210.29,            ,    210.54,            ,
    3375,    210.28,            ,    210.54,            ,
    3376,    210.27,            ,    210.53,            ,
    3377,    210.27,            ,    210.52,            ,
    3378,    210.26,            ,    210.51,            ,
    3379,    210.25,            ,    210.50,            ,
    3380,    210.24,            ,    210.50,            ,
    3381,    210.23,            ,    210.49,            ,
    3382,    210.23,            ,    210.48,            ,
    3383,    210.22,            ,    210.47,            ,
    3384,    210.21,            ,    210.46,            ,
    3385,    210.20,            ,    210.46,            ,
    3386,    210.19,            ,    210.45,            ,
    3387,    210.19,            ,    210.44,            ,
    3388,    210.18,            ,    210.43,            ,
    3389,    210.17,            ,    210.43,            ,
    3390,    210.16,            ,    210.42,            ,
    3391,    210.15,            ,    210.41,            ,
    3392,    210.15,            ,    210.40,            ,
    3393,    210.14,            ,    210.39,            ,
    3394,    210.13,            ,    210.39,            ,
    3395,    210.12,            ,    210.38,            ,
    3396,    210.11,            ,    210.37,            ,
    3397,    210.11,            ,    210.36,            ,
    3398,    210.10,            ,    210.35,            ,
    3399,    210.09,            ,    210.35,            ,
    3400,    210.08,            ,    210.34,            ,
    3401,    210.07,            ,    210.33,            ,
    3402,    210.07,            ,    210.32,            ,
    3403,    210.06,            ,    210.31,            ,
    3404,    210.05,            ,    210.31,            ,
    3405,    210.04,            ,    210.30,            ,
    3406,    210.03,            ,    210.29,            ,
    3407,    210.03,            ,    210.28,            ,
    3408,    210.02,            ,    210.27,            ,
    3409,    210.01,            ,    210.27,            ,
    3410,    210.00,            ,    210.26,            ,
    3411,    209.99,            ,    210.25,            ,
    3412,    209.99,            ,    210.24,            ,
    3413,    209.98,            ,    210.23,            ,
    3414,    209.97,            ,    210.23,            ,
    3415,    209.96,            ,    210.22,            ,
    3416,    209.96,            ,    210.21,            ,
    3417,    209.95,            ,    210.20,            ,
    3418,    209.94,            ,    210.19,            ,
    3419,    209.93,            ,    210.19,            ,
    3420,    209.92,            ,    210.18,            ,
    3421,    209.92,            ,    210.17,            ,
    3422,    209.91,            ,    210.16,            ,
    3423,    209.90,            ,    210.15,            ,
    3424,    209.89,            ,    210.15,            ,
    3425,    209.88,            ,    210.14,            ,
    3426,    209.88,            ,    210.13,            ,
    3427,    209.87,            ,    210.12,            ,
    3428,    209.86,            ,    210.11,            ,
    3429,    209.85,            ,    210.11,            ,
    3430,    209.84,            ,    210.10,            ,
    3431,    209.84,            ,    210.09,            ,
    3432,    209.83,            ,    210.08,            ,
    3433,    209.82,            ,    210.08,            ,
    3434,    209.81,            ,    210.07,            ,
    3435,    209.80,            ,    210.06,            ,
    3436,    209.80,            ,    210.05,            ,
    3437,    209.79,            ,    210.04,            ,
    3438,    209.78,            ,    210.04,            ,
    3439,    209.77,            ,    210.03,            ,
    3440,    209.76,            ,    210.02,            ,
    3441,    209.76,            ,    210.01,            ,
    3442,    209.75,            ,    210.00,            ,
    3443,    209.74,            ,    210.00,            ,
    3444,    209.73,            ,    209.99,            ,
    3445,    209.73,            ,    209.98,            ,
    3446,    209.72,            ,    209.97,            ,
    3447,    209.71,            ,    209.96,            ,
    3448,    209.70,            ,    209.96,            ,
    3449,    209.69,            ,    209.95,            ,
    3450,    209.69,            ,    209.94,            ,
    3451,    209.68,            ,    209.93,            ,
    3452,    209.67,            ,    209.93,            ,
    3453,    209.68,            ,    209.93,            ,
    3454,    209.69,            ,    209.94,            ,
    3455,    209.69,            ,    209.95,            ,
    3456,    209.69,            ,    209.94,            ,
    3457,    209.69,            ,    209.94,            ,
    3458,    209.69,            ,    209.94,            ,
    3459,    209.70,            ,    209.95,            ,
    3460,    209.70,            ,    209.96,            ,
    3461,    209.71,            ,    209.97,            ,
    3462,    209.73,            ,    209.98,            ,
    3463,    209.75,            ,    210.00,            ,
    3464,    209.80,            ,    210.05,            ,
    3465,    209.80,            ,    210.06,            ,
    3466,    209.82,            ,    210.07,            ,
    3467,    209.86,            ,    210.11,            ,
    3468,    209.88,            ,    210.13,            ,
    3469,    209.92,            ,    210.18,            ,
    3470,    209.99,            ,    210.24,            ,
    3471,    210.07,            ,    210.32,            ,
    3472,    210.11,            ,    210.36,            ,
    3473,    210.14,            ,    210.39,            ,
    3474,    210.18,            ,    210.43,            ,
    3475,    210.23,            ,    210.48,            ,
    3476,    210.28,            ,    210.53,            ,
    3477,    210.28,            ,    210.53,            ,
    3478,    210.28,            ,    210.53,            ,
    3479,    210.39,            ,    210.64,            ,
    3480,    210.46,            ,    210.71,            ,
    3481,    210.56,            ,    210.81,            ,
    3482,    210.65,            ,    210.90,            ,
    3483,    210.70,            ,    210.95,            ,
    3484,    210.72,            ,    210.97,            ,
    3485,    210.75,            ,    211.00,            ,
    3486,    210.80,            ,    211.05,            ,
    3487,    210.86,            ,    211.11,            ,
    3488,    210.88,            ,    211.13,            ,
    3489,    210.91,            ,    211.16,            ,
    3490,    211.01,            ,    211.26,            ,
    3491,    211.10,            ,    211.35,            ,
    3492,    211.18,            ,    211.43,            ,
    3493,    211.26,            ,    211.51,            ,
    3494,    211.36,            ,    211.61,            ,
    3495,    211.44,            ,    211.69,            ,
    3496,    211.49,            ,    211.74,            ,
    3497,    211.52,            ,    211.77,            ,
    3498,    211.52,            ,    211.77,            ,
    3499,    211.53,            ,    211.78,            ,
    3500,    211.61,            ,    211.86,            ,
    3501,    211.71,            ,    211.97,            ,
    3502,    211.81,            ,    212.06,            ,
    3503,    211.87,            ,    212.12,            ,
    3504,    211.90,            ,    212.15,            ,
    3505,    211.92,            ,    212.18,            ,
    3506,    211.97,            ,    212.22,            ,
    3507,    212.04,            ,    212.30,            ,
    3508,    212.09,            ,    212.34,            ,
    3509,    212.14,            ,    212.39,            ,
    3510,    212.16,            ,    212.41,            ,
    3511,    212.20,            ,    212.45,            ,
    3512,    212.23,            ,    212.48,            ,
    3513,    212.26,            ,    212.52,            ,
    3514,    212.32,            ,    212.57,            ,
    3515,    212.37,            ,    212.63,            ,
    3516,    212.45,            ,    212.71,            ,
    3517,    212.50,            ,    212.76,            ,
    3518,    212.53,            ,    212.79,            ,
    3519,    212.55,            ,    212.81,            ,
    3520,    212.62,            ,    212.88,            ,
    3521,    212.68,            ,    212.95,            ,
    3522,    212.75,            ,    213.01,            ,
    3523,    212.79,            ,    213.05,            ,
    3524,    212.81,            ,    213.08,            ,
    3525,    212.83,            ,    213.09,            ,
    3526,    212.85,            ,    213.11,            ,
    3527,    212.89,            ,    213.16,            ,
    3528,    212.94,            ,    213.21,            ,
    3529,    212.99,            ,    213.25,            ,
    3530,    213.05,            ,    213.32,            ,
    3531,    213.09,            ,    213.36,            ,
    3532,    213.12,            ,    213.39,            ,
    3533,    213.14,            ,    213.41,            ,
    3534,    213.19,            ,    213.46,            ,
    3535,    213.18,            ,    213.46,            ,
    3536,    213.19,            ,    213.46,            ,
    3537,    213.23,            ,    213.51,            ,
    3538,    213.27,            ,    213.55,            ,
    3539,    213.31,            ,    213.58,            ,
    3540,    213.33,            ,    213.60,            ,
    3541,    213.34,            ,    213.61,            ,
    3542,    213.37,            ,    213.64,            ,
    3543,    213.41,            ,    213.69,            ,
    3544,    213.42,            ,    213.70,            ,
    3545,    213.44,            ,    213.71,            ,
    3546,    213.46,            ,    213.73,            ,
    3547,    213.47,            ,    213.74,            ,
    3548,    213.51,            ,    213.79,            ,
    3549,    213.51,            ,    213.79,            ,
    3550,    213.53,            ,    213.80,            ,
    3551,    213.55,            ,    213.83,            ,
    3552,    213.55,            ,    213.82,            ,
    3553,    213.55,            ,    213.83,            ,
    3554,    213.56,            ,    213.84,            ,
    3555,    213.56,            ,    213.83,            ,
    3556,    213.59,            ,    213.87,            ,
    3557,    213.66,            ,    213.93,            ,
    3558,    213.72,            ,    213.99,            ,
    3559,    213.77,            ,    214.04,            ,
    3560,    213.80,            ,    214.07,            ,
    3561,    213.83,            ,    214.11,            ,
    3562,    213.83,            ,    214.11,            ,
    3563,    213.83,            ,    214.10,            ,
    3564,    213.83,            ,    214.10,            ,
    3565,    213.84,            ,    214.11,            ,
    3566,    213.86,            ,    214.13,            ,
    3567,    213.88,            ,    214.15,            ,
    3568,    213.90,            ,    214.18,            ,
    3569,    213.90,            ,    214.18,            ,
    3570,    213.90,            ,    214.17,            ,
    3571,    213.89,            ,    214.16,            ,
    3572,    213.88,            ,    214.16,            ,
    3573,    213.89,            ,    214.16,            ,
    3574,    213.90,            ,    214.17,            ,
    3575,    213.89,            ,    214.17,            ,
    3576,    213.89,            ,    214.16,            ,
    3577,    213.90,            ,    214.17,            ,
    3578,    213.89,            ,    214.16,            ,
    3579,    213.89,            ,    214.16,            ,
    3580,    213.88,            ,    214.16,            ,
    3581,    213.88,            ,    214.15,            ,
    3582,    213.87,            ,    214.14,            ,
    3583,    213.86,            ,    214.13,            ,
    3584,    213.85,            ,    214.13,            ,
    3585,    213.85,            ,    214.12,            ,
    3586,    213.84,            ,    214.11,            ,
    3587,    213.83,            ,    214.11,            ,
    3588,    213.82,            ,    214.10,            ,
    3589,    213.82,            ,    214.09,            ,
    3590,    213.81,            ,    214.08,            ,
    3591,    213.80,            ,    214.07,            ,
    3592,    213.80,            ,    214.07,            ,
    3593,    213.79,            ,    214.07,            ,
    3594,    213.79,            ,    214.07,            ,
    3595,    213.79,            ,    214.06,            ,
    3596,    213.78,            ,    214.05,            ,
    3597,    213.77,            ,    214.05,            ,
    3598,    213.77,            ,    214.04,            ,
    3599,    213.76,            ,    214.03,            ,
    3600,    213.75,            ,    214.02,            ,
    3601,    213.74,            ,    214.01,            ,
    3602,    213.73,            ,    214.01,            ,
    3603,    213.72,            ,    214.00,            ,
    3604,    213.72,            ,    213.99,            ,
    3605,    213.71,            ,    213.98,            ,
    3606,    213.70,            ,    213.97,            ,
    3607,    213.69,            ,    213.97,            ,
    3608,    213.69,            ,    213.96,            ,
    3609,    213.68,            ,    213.95,            ,
    3610,    213.67,            ,    213.94,            ,
    3611,    213.66,            ,    213.93,            ,
    3612,    213.65,            ,    213.93,            ,
    3613,    213.65,            ,    213.92,            ,
    3614,    213.64,            ,    213.91,            ,
    3615,    213.63,            ,    213.90,            ,
    3616,    213.62,            ,    213.90,            ,
    3617,    213.61,            ,    213.89,            ,
    3618,    213.61,            ,    213.88,            ,
    3619,    213.60,            ,    213.87,            ,
    3620,    213.59,            ,    213.86,            ,
    3621,    213.58,            ,    213.85,            ,
    3622,    213.57,            ,    213.85,            ,
    3623,    213.57,            ,    213.84,            ,
    3624,    213.57,            ,    213.84,            ,
    3625,    213.57,            ,    213.84,            ,
    3626,    213.57,            ,    213.84,            ,
    3627,    213.57,            ,    213.84,            ,
    3628,    213.57,            ,    213.84,            ,
    3629,    213.57,            ,    213.84,            ,
    3630,    213.57,            ,    213.84,            ,
    3631,    213.57,            ,    213.84,            ,
    3632,    213.57,            ,    213.84,            ,
    3633,    213.57,            ,    213.84,            ,
    3634,    213.57,            ,    213.84,            ,
    3635,    213.57,            ,    213.84,            ,
    3636,    213.57,            ,    213.84,            ,
    3637,    213.57,            ,    213.84,            ,
    3638,    213.57,            ,    213.84,            ,
    3639,    213.57,            ,    213.84,            ,
    3640,    213.57,            ,    213.84,            ,
    3641,    213.57,            ,    213.84,            ,
    3642,    213.57,            ,    213.84,            ,
    3643,    213.57,            ,    213.84,            ,
    3644,    213.57,            ,    213.84,            ,
    3645,    213.57,            ,    213.84,            ,
    3646,    213.57,            ,    213.84,            ,
    3647,    213.57,            ,    213.84,            ,
    3648,    213.57,            ,    213.84,            ,
    3649,    213.57,            ,    213.84,            ,
    3650,    213.57,            ,    213.84,            ,
    3651,    213.57,            ,    213.84,            ,
    3652,    213.57,            ,    213.84,            ,
    3653,    213.57,            ,    213.84,            ,
    3654,    213.57,            ,    213.84,            ,
    3655,    213.57,            ,    213.84,            ,
    3656,    213.57,            ,    213.84,            ,
    3657,    213.57,            ,    213.84,            ,
    3658,    213.57,            ,    213.84,            ,
    3659,    213.57,            ,    213.84,            ,
    3660,    213.57,            ,    213.84,            ,
    3661,    213.57,            ,    213.84,            ,
    3662,    213.57,            ,    213.84,            ,
    3663,    213.57,            ,    213.84,            ,
    3664,    213.57,            ,    213.84,            ,
    3665,    213.57,            ,    213.84,            ,
    3666,    213.57,            ,    213.84,            ,
    3667,    213.57,            ,    213.84,            ,
    3668,    213.57,            ,    213.84,            ,
    3669,    213.57,            ,    213.84,            ,
    3670,    213.57,            ,    213.84,            ,
    3671,    213.57,            ,    213.84,            ,
    3672,    213.57,            ,    213.84,            ,
    3673,    213.57,            ,    213.84,            ,
    3674,    213.57,            ,    213.84,            ,
    3675,    213.57,            ,    213.84,            ,
    3676,    213.57,            ,    213.84,            ,
    3677,    213.57,            ,    213.84,            ,
    3678,    213.57,            ,    213.84,            ,
    3679,    213.57,            ,    213.84,            ,
    3680,    213.57,            ,    213.84,            ,
    3681,    213.57,            ,    213.84,            ,
    3682,    213.57,            ,    213.84,            ,
    3683,    213.56,            ,    213.83,            ,
    3684,    213.55,            ,    213.82,            ,
    3685,    213.54,            ,    213.81,            ,
    3686,    213.53,            ,    213.81,            ,
    3687,    213.53,            ,    213.80,            ,
    3688,    213.52,            ,    213.79,            ,
    3689,    213.51,            ,    213.78,            ,
    3690,    213.50,            ,    213.77,            ,
    3691,    213.49,            ,    213.77,            ,
    3692,    213.48,            ,    213.76,            ,
    3693,    213.48,            ,    213.75,            ,
    3694,    213.47,            ,    213.74,            ,
    3695,    213.46,            ,    213.73,            ,
    3696,    213.45,            ,    213.73,            ,
    3697,    213.44,            ,    213.72,            ,
    3698,    213.44,            ,    213.71,            ,
    3699,    213.43,            ,    213.70,            ,
    3700,    213.42,            ,    213.69,            ,
    3701,    213.41,            ,    213.68,            ,
    3702,    213.40,            ,    213.68,            ,
    3703,    213.40,            ,    213.67,            ,
    3704,    213.39,            ,    213.66,            ,
    3705,    213.38,            ,    213.65,            ,
    3706,    213.37,            ,    213.64,            ,
    3707,    213.36,            ,    213.64,            ,
    3708,    213.36,            ,    213.63,            ,
    3709,    213.35,            ,    213.62,            ,
    3710,    213.34,            ,    213.61,            ,
    3711,    213.33,            ,    213.60,            ,
    3712,    213.32,            ,    213.60,            ,
    3713,    213.31,            ,    213.59,            ,
    3714,    213.31,            ,    213.58,            ,
    3715,    213.30,            ,    213.57,            ,
    3716,    213.29,            ,    213.56,            ,
    3717,    213.28,            ,    213.55,            ,
    3718,    213.27,            ,    213.55,            ,
    3719,    213.27,            ,    213.54,            ,
    3720,    213.26,            ,    213.53,            ,
    3721,    213.25,            ,    213.52,            ,
    3722,    213.24,            ,    213.51,            ,
    3723,    213.23,            ,    213.51,            ,
    3724,    213.23,            ,    213.50,            ,
    3725,    213.22,            ,    213.49,            ,
    3726,    213.21,            ,    213.48,            ,
    3727,    213.20,            ,    213.47,            ,
    3728,    213.19,            ,    213.47,            ,
    3729,    213.19,            ,    213.46,            ,
    3730,    213.18,            ,    213.45,            ,
    3731,    213.17,            ,    213.44,            ,
    3732,    213.16,            ,    213.43,            ,
    3733,    213.15,            ,    213.43,            ,
    3734,    213.14,            ,    213.42,            ,
    3735,    213.14,            ,    213.41,            ,
    3736,    213.13,            ,    213.40,            ,
    3737,    213.12,            ,    213.39,            ,
    3738,    213.11,            ,    213.38,            ,
    3739,    213.10,            ,    213.38,            ,
    3740,    213.10,            ,    213.37,            ,
    3741,    213.09,            ,    213.36,            ,
    3742,    213.08,            ,    213.35,            ,
    3743,    213.07,            ,    213.34,            ,
