 model_time, LAI_sub_sim_0116, LAI_sub_obs_0116, LAI_sub_sim_0178, LAI_sub_obs_0178,
    1634,      3.64,            ,      3.64,            ,
    1635,      3.65,            ,      3.65,            ,
    1636,      3.65,            ,      3.65,            ,
    1637,      3.67,            ,      3.67,            ,
    1638,      3.71,            ,      3.71,            ,
    1639,      3.74,            ,      3.74,            ,
    1640,      3.77,            ,      3.77,            ,
    1641,      3.80,            ,      3.80,            ,
    1642,      3.82,            ,      3.82,            ,
    1643,      3.85,            ,      3.85,            ,
    1644,      3.87,            ,      3.87,            ,
    1645,      3.89,            ,      3.89,            ,
    1646,      3.91,            ,      3.91,            ,
    1647,      3.92,            ,      3.92,            ,
    1648,      3.93,            ,      3.94,            ,
    1649,      3.94,            ,      3.94,            ,
    1650,      3.95,            ,      3.95,            ,
    1651,      3.96,            ,      3.96,            ,
    1652,      3.97,            ,      3.97,            ,
    1653,      3.98,            ,      3.98,            ,
    1654,      3.98,            ,      3.98,            ,
    1655,      3.99,            ,      3.99,            ,
    1656,      4.00,            ,      4.00,            ,
    1657,      4.01,            ,      4.01,            ,
    1658,      4.02,            ,      4.02,            ,
    1659,      4.03,            ,      4.03,            ,
    1660,      4.03,            ,      4.04,            ,
    1661,      4.03,            ,      4.04,            ,
    1662,      4.03,            ,      4.04,            ,
    1663,      4.04,            ,      4.04,            ,
    1664,      4.05,            ,      4.05,            ,
    1665,      4.05,            ,      4.05,            ,
    1666,      4.05,            ,      4.05,            ,
    1667,      4.06,            ,      4.06,            ,
    1668,      4.06,            ,      4.06,            ,
    1669,      4.06,            ,      4.06,            ,
    1670,      4.06,            ,      4.07,            ,
    1671,      4.07,            ,      4.07,            ,
    1672,      4.07,            ,      4.07,            ,
    1673,      4.08,            ,      4.08,            ,
    1674,      4.08,            ,      4.08,            ,
    1675,      4.08,            ,      4.08,            ,
    1676,      4.09,            ,      4.09,            ,
    1677,      4.09,            ,      4.09,            ,
    1678,      4.09,            ,      4.09,            ,
    1679,      4.09,            ,      4.09,            ,
    1680,      4.09,            ,      4.09,            ,
    1681,      4.09,            ,      4.09,            ,
    1682,      4.09,            ,      4.10,            ,
    1683,      4.09,            ,      4.10,            ,
    1684,      4.10,            ,      4.10,            ,
    1685,      4.09,            ,      4.10,            ,
    1686,      4.09,            ,      4.10,            ,
    1687,      4.09,            ,      4.10,            ,
    1688,      4.10,            ,      4.10,            ,
    1689,      4.10,            ,      4.10,            ,
    1690,      4.10,            ,      4.10,            ,
    1691,      4.10,            ,      4.10,            ,
    1692,      4.10,            ,      4.10,            ,
    1693,      4.10,            ,      4.10,            ,
    1694,      4.09,            ,      4.09,            ,
    1695,      4.09,            ,      4.09,            ,
    1696,      4.09,            ,      4.09,            ,
    1697,      4.09,            ,      4.09,            ,
    1698,      4.09,            ,      4.09,            ,
    1699,      4.09,            ,      4.09,            ,
    1700,      4.09,            ,      4.09,            ,
    1701,      4.09,            ,      4.09,            ,
    1702,      4.09,            ,      4.09,            ,
    1703,      4.09,            ,      4.09,            ,
    1704,      4.09,            ,      4.09,            ,
    1705,      4.09,            ,      4.09,            ,
    1706,      4.09,            ,      4.09,            ,
    1707,      4.09,            ,      4.10,            ,
    1708,      4.09,            ,      4.10,            ,
    1709,      4.09,            ,      4.09,            ,
    1710,      4.09,            ,      4.09,            ,
    1711,      4.09,            ,      4.10,            ,
    1712,      4.09,            ,      4.09,            ,
    1713,      4.09,            ,      4.10,            ,
    1714,      4.09,            ,      4.09,            ,
    1715,      4.09,            ,      4.09,            ,
    1716,      4.08,            ,      4.08,            ,
    1717,      4.07,            ,      4.07,            ,
    1718,      4.06,            ,      4.07,            ,
    1719,      4.06,            ,      4.06,            ,
    1720,      4.06,            ,      4.06,            ,
    1721,      4.06,            ,      4.06,            ,
    1722,      4.06,            ,      4.07,            ,
    1723,      4.06,            ,      4.06,            ,
    1724,      4.06,            ,      4.07,            ,
    1725,      4.07,            ,      4.07,            ,
    1726,      4.06,            ,      4.06,            ,
    1727,      4.05,            ,      4.06,            ,
    1728,      4.06,            ,      4.06,            ,
    1729,      4.05,            ,      4.06,            ,
    1730,      4.04,            ,      4.05,            ,
    1731,      4.04,            ,      4.04,            ,
    1732,      4.03,            ,      4.03,            ,
    1733,      4.02,            ,      4.03,            ,
    1734,      4.02,            ,      4.02,            ,
    1735,      4.01,            ,      4.01,            ,
    1736,      4.00,            ,      4.00,            ,
    1737,      3.99,            ,      3.99,            ,
    1738,      3.98,            ,      3.99,            ,
    1739,      3.98,            ,      3.98,            ,
    1740,      3.97,            ,      3.97,            ,
    1741,      3.96,            ,      3.96,            ,
    1742,      3.95,            ,      3.95,            ,
    1743,      3.94,            ,      3.95,            ,
    1744,      3.60,            ,      3.60,            ,
    1745,      3.29,            ,      3.29,            ,
    1746,      3.00,            ,      3.00,            ,
    1747,      2.74,            ,      2.74,            ,
    1748,      2.50,            ,      2.50,            ,
    1749,      2.29,            ,      2.29,            ,
    1750,      2.09,            ,      2.09,            ,
    1751,      1.91,            ,      1.91,            ,
    1752,      1.74,            ,      1.74,            ,
    1753,      1.59,            ,      1.59,            ,
    1754,      1.45,            ,      1.45,            ,
    1755,      1.32,            ,      1.33,            ,
    1756,      1.21,            ,      1.21,            ,
    1757,      1.10,            ,      1.11,            ,
    1758,      1.01,            ,      1.01,            ,
    1759,      0.92,            ,      0.92,            ,
    1760,      0.84,            ,      0.84,            ,
    1761,      0.77,            ,      0.77,            ,
    1762,      0.70,            ,      0.70,            ,
    1763,      0.64,            ,      0.64,            ,
    1764,      0.59,            ,      0.59,            ,
    1765,      0.54,            ,      0.54,            ,
    1766,      0.49,            ,      0.49,            ,
    1767,      0.45,            ,      0.45,            ,
    1768,      0.41,            ,      0.41,            ,
    1769,      0.37,            ,      0.37,            ,
    1770,      0.34,            ,      0.34,            ,
    1771,      0.31,            ,      0.31,            ,
    1772,      0.28,            ,      0.28,            ,
    1773,      0.27,            ,      0.27,            ,
    1774,      0.27,            ,      0.27,            ,
    1775,      0.27,            ,      0.27,            ,
    1776,      0.27,            ,      0.27,            ,
    1777,      0.27,            ,      0.27,            ,
    1778,      0.27,            ,      0.27,            ,
    1779,      0.27,            ,      0.27,            ,
    1780,      0.27,            ,      0.27,            ,
    1781,      0.27,            ,      0.27,            ,
    1782,      0.27,            ,      0.27,            ,
    1783,      0.27,            ,      0.27,            ,
    1784,      0.27,            ,      0.27,            ,
    1785,      0.27,            ,      0.27,            ,
    1786,      0.27,            ,      0.27,            ,
    1787,      0.27,            ,      0.27,            ,
    1788,      0.27,            ,      0.27,            ,
    1789,      0.27,            ,      0.27,            ,
    1790,      0.27,            ,      0.27,            ,
    1791,      0.27,            ,      0.27,            ,
    1792,      0.27,            ,      0.27,            ,
    1793,      0.27,            ,      0.27,            ,
    1794,      0.27,            ,      0.27,            ,
    1795,      0.27,            ,      0.27,            ,
    1796,      0.27,            ,      0.27,            ,
    1797,      0.27,            ,      0.27,            ,
    1798,      0.27,            ,      0.27,            ,
    1799,      0.27,            ,      0.27,            ,
    1800,      0.27,            ,      0.27,            ,
    1801,      0.27,            ,      0.27,            ,
    1802,      0.27,            ,      0.27,            ,
    1803,      0.27,            ,      0.27,            ,
    1804,      0.27,            ,      0.27,            ,
    1805,      0.27,            ,      0.27,            ,
    1806,      0.27,            ,      0.27,            ,
    1807,      0.27,            ,      0.27,            ,
    1808,      0.27,            ,      0.27,            ,
    1809,      0.27,            ,      0.27,            ,
    1810,      0.27,            ,      0.27,            ,
    1811,      0.27,            ,      0.27,            ,
    1812,      0.27,            ,      0.27,            ,
    1813,      0.27,            ,      0.27,            ,
    1814,      0.27,            ,      0.27,            ,
    1815,      0.27,            ,      0.27,            ,
    1816,      0.27,            ,      0.27,            ,
    1817,      0.27,            ,      0.27,            ,
    1818,      0.27,            ,      0.27,            ,
    1819,      0.27,            ,      0.27,            ,
    1820,      0.27,            ,      0.27,            ,
    1821,      0.27,            ,      0.27,            ,
    1822,      0.27,            ,      0.27,            ,
    1823,      0.27,            ,      0.27,            ,
    1824,      0.27,            ,      0.27,            ,
    1825,      0.27,            ,      0.27,            ,
    1826,      0.27,            ,      0.27,            ,
    1827,      0.27,            ,      0.27,            ,
    1828,      0.27,            ,      0.27,            ,
    1829,      0.27,            ,      0.27,            ,
    1830,      0.27,            ,      0.27,            ,
    1831,      0.27,            ,      0.27,            ,
    1832,      0.27,            ,      0.27,            ,
    1833,      0.27,            ,      0.27,            ,
    1834,      0.27,            ,      0.27,            ,
    1835,      0.27,            ,      0.27,            ,
    1836,      0.27,            ,      0.27,            ,
    1837,      0.27,            ,      0.27,            ,
    1838,      0.27,            ,      0.27,            ,
    1839,      0.27,            ,      0.27,            ,
    1840,      0.27,            ,      0.27,            ,
    1841,      0.27,            ,      0.27,            ,
    1842,      0.27,            ,      0.27,            ,
    1843,      0.27,            ,      0.27,            ,
    1844,      0.27,            ,      0.27,            ,
    1845,      0.27,            ,      0.27,            ,
    1846,      0.27,            ,      0.27,            ,
    1847,      0.27,            ,      0.27,            ,
    1848,      0.27,            ,      0.27,            ,
    1849,      0.27,            ,      0.27,            ,
    1850,      0.27,            ,      0.27,            ,
    1851,      0.27,            ,      0.27,            ,
    1852,      0.27,            ,      0.27,            ,
    1853,      0.27,            ,      0.27,            ,
    1854,      0.27,            ,      0.27,            ,
    1855,      0.27,            ,      0.27,            ,
    1856,      0.27,            ,      0.27,            ,
    1857,      0.27,            ,      0.27,            ,
    1858,      0.27,            ,      0.27,            ,
    1859,      0.27,            ,      0.27,            ,
    1860,      0.27,            ,      0.27,            ,
    1861,      0.27,            ,      0.27,            ,
    1862,      0.27,            ,      0.27,            ,
    1863,      0.27,            ,      0.27,            ,
    1864,      0.27,            ,      0.27,            ,
    1865,      0.27,            ,      0.27,            ,
    1866,      0.27,            ,      0.27,            ,
    1867,      0.27,            ,      0.27,            ,
    1868,      0.27,            ,      0.27,            ,
    1869,      0.27,            ,      0.27,            ,
    1870,      0.27,            ,      0.27,            ,
    1871,      0.27,            ,      0.27,            ,
    1872,      0.27,            ,      0.27,            ,
    1873,      0.27,            ,      0.27,            ,
    1874,      0.27,            ,      0.27,            ,
    1875,      0.27,            ,      0.27,            ,
    1876,      0.27,            ,      0.27,            ,
    1877,      0.27,            ,      0.27,            ,
    1878,      0.27,            ,      0.27,            ,
    1879,      0.27,            ,      0.27,            ,
    1880,      0.27,            ,      0.27,            ,
    1881,      0.27,            ,      0.27,            ,
    1882,      0.27,            ,      0.27,            ,
    1883,      0.27,            ,      0.27,            ,
    1884,      0.27,            ,      0.27,            ,
    1885,      0.27,            ,      0.27,            ,
    1886,      0.27,            ,      0.27,            ,
    1887,      0.27,            ,      0.27,            ,
    1888,      0.27,            ,      0.27,            ,
    1889,      0.27,            ,      0.27,            ,
    1890,      0.27,            ,      0.27,            ,
    1891,      0.27,            ,      0.27,            ,
    1892,      0.27,            ,      0.27,            ,
    1893,      0.27,            ,      0.27,            ,
    1894,      0.27,            ,      0.27,            ,
    1895,      0.27,            ,      0.27,            ,
    1896,      0.27,            ,      0.27,            ,
    1897,      0.27,            ,      0.27,            ,
    1898,      0.27,            ,      0.27,            ,
    1899,      0.27,            ,      0.27,            ,
    1900,      0.27,            ,      0.27,            ,
    1901,      0.27,            ,      0.27,            ,
    1902,      0.27,            ,      0.27,            ,
    1903,      0.27,            ,      0.27,            ,
    1904,      0.27,            ,      0.27,            ,
    1905,      0.27,            ,      0.27,            ,
    1906,      0.27,            ,      0.27,            ,
    1907,      0.27,            ,      0.27,            ,
    1908,      0.27,            ,      0.27,            ,
    1909,      0.27,            ,      0.27,            ,
    1910,      0.27,            ,      0.27,            ,
    1911,      0.27,            ,      0.27,            ,
    1912,      0.27,            ,      0.27,            ,
    1913,      0.27,            ,      0.27,            ,
    1914,      0.27,            ,      0.27,            ,
    1915,      0.27,            ,      0.27,            ,
    1916,      0.27,            ,      0.27,            ,
    1917,      0.27,            ,      0.27,            ,
    1918,      0.27,            ,      0.27,            ,
    1919,      0.27,            ,      0.27,            ,
    1920,      0.27,            ,      0.27,            ,
    1921,      0.27,            ,      0.27,            ,
    1922,      0.27,            ,      0.27,            ,
    1923,      0.27,            ,      0.27,            ,
    1924,      0.27,            ,      0.27,            ,
    1925,      0.27,            ,      0.27,            ,
    1926,      0.27,            ,      0.27,            ,
    1927,      0.27,            ,      0.27,            ,
    1928,      0.27,            ,      0.27,            ,
    1929,      0.27,            ,      0.27,            ,
    1930,      0.27,            ,      0.27,            ,
    1931,      0.27,            ,      0.27,            ,
    1932,      0.27,            ,      0.27,            ,
    1933,      0.27,            ,      0.27,            ,
    1934,      0.27,            ,      0.27,            ,
    1935,      0.27,            ,      0.27,            ,
    1936,      0.27,            ,      0.27,            ,
    1937,      0.27,            ,      0.27,            ,
    1938,      0.27,            ,      0.27,            ,
    1939,      0.27,            ,      0.27,            ,
    1940,      0.27,            ,      0.27,            ,
    1941,      0.27,            ,      0.27,            ,
    1942,      0.27,            ,      0.27,            ,
    1943,      0.27,            ,      0.27,            ,
    1944,      0.27,            ,      0.27,            ,
    1945,      0.27,            ,      0.27,            ,
    1946,      0.27,            ,      0.27,            ,
    1947,      0.27,            ,      0.27,            ,
    1948,      0.27,            ,      0.27,            ,
    1949,      0.27,            ,      0.27,            ,
    1950,      0.27,            ,      0.27,            ,
    1951,      0.27,            ,      0.27,            ,
    1952,      0.27,            ,      0.27,            ,
    1953,      0.27,            ,      0.27,            ,
    1954,      0.28,            ,      0.28,            ,
    1955,      0.31,            ,      0.31,            ,
    1956,      0.37,            ,      0.37,            ,
    1957,      0.44,            ,      0.45,            ,
    1958,      0.53,            ,      0.53,            ,
    1959,      0.57,            ,      0.58,            ,
    1960,      0.61,            ,      0.61,            ,
    1961,      0.66,            ,      0.66,            ,
    1962,      0.70,            ,      0.71,            ,
    1963,      0.75,            ,      0.76,            ,
    1964,      0.78,            ,      0.79,            ,
    1965,      0.81,            ,      0.82,            ,
    1966,      0.86,            ,      0.86,            ,
    1967,      0.94,            ,      0.94,            ,
    1968,      0.96,            ,      0.97,            ,
    1969,      1.00,            ,      1.01,            ,
    1970,      1.10,            ,      1.11,            ,
    1971,      1.24,            ,      1.25,            ,
    1972,      1.40,            ,      1.41,            ,
    1973,      1.57,            ,      1.57,            ,
    1974,      1.69,            ,      1.70,            ,
    1975,      1.84,            ,      1.85,            ,
    1976,      1.90,            ,      1.91,            ,
    1977,      2.03,            ,      2.04,            ,
    1978,      2.18,            ,      2.19,            ,
    1979,      2.30,            ,      2.31,            ,
    1980,      2.39,            ,      2.40,            ,
    1981,      2.58,            ,      2.59,            ,
    1982,      2.67,            ,      2.68,            ,
    1983,      2.78,            ,      2.79,            ,
    1984,      3.04,            ,      3.05,            ,
    1985,      3.09,            ,      3.10,            ,
    1986,      3.16,            ,      3.16,            ,
    1987,      3.25,            ,      3.26,            ,
    1988,      3.32,            ,      3.32,            ,
    1989,      3.33,            ,      3.33,            ,
    1990,      3.34,            ,      3.34,            ,
    1991,      3.35,            ,      3.35,            ,
    1992,      3.40,            ,      3.40,            ,
    1993,      3.46,            ,      3.47,            ,
    1994,      3.51,            ,      3.51,            ,
    1995,      3.53,            ,      3.53,            ,
    1996,      3.59,            ,      3.59,            ,
    1997,      3.64,            ,      3.64,            ,
    1998,      3.70,            ,      3.70,            ,
    1999,      3.71,            ,      3.72,            ,
    2000,      3.73,            ,      3.74,            ,
    2001,      3.76,      4.23,      3.76,      4.27,
    2002,      3.79,            ,      3.79,            ,
    2003,      3.81,            ,      3.81,            ,
    2004,      3.82,            ,      3.82,            ,
    2005,      3.83,            ,      3.83,            ,
    2006,      3.85,            ,      3.86,            ,
    2007,      3.88,            ,      3.88,            ,
    2008,      3.90,            ,      3.90,            ,
    2009,      3.92,            ,      3.92,            ,
    2010,      3.94,            ,      3.94,            ,
    2011,      3.95,            ,      3.95,            ,
    2012,      3.95,            ,      3.96,            ,
    2013,      3.96,            ,      3.96,            ,
    2014,      3.96,            ,      3.97,            ,
    2015,      3.98,            ,      3.99,            ,
    2016,      3.99,            ,      3.99,            ,
    2017,      3.99,      3.90,      3.99,      3.89,
    2018,      4.00,            ,      4.00,            ,
    2019,      4.01,            ,      4.01,            ,
    2020,      4.01,            ,      4.01,            ,
    2021,      4.02,            ,      4.02,            ,
    2022,      4.02,            ,      4.02,            ,
    2023,      4.03,            ,      4.04,            ,
    2024,      4.04,            ,      4.04,            ,
    2025,      4.05,            ,      4.05,            ,
    2026,      4.06,            ,      4.06,            ,
    2027,      4.06,            ,      4.06,            ,
    2028,      4.06,            ,      4.07,            ,
    2029,      4.07,            ,      4.08,            ,
    2030,      4.08,            ,      4.08,            ,
    2031,      4.09,            ,      4.09,            ,
    2032,      4.09,            ,      4.09,            ,
    2033,      4.09,      4.11,      4.09,      4.11,
    2034,      4.09,            ,      4.09,            ,
    2035,      4.10,            ,      4.10,            ,
    2036,      4.10,            ,      4.10,            ,
    2037,      4.10,            ,      4.10,            ,
    2038,      4.10,            ,      4.10,            ,
    2039,      4.10,            ,      4.11,            ,
    2040,      4.11,            ,      4.11,            ,
    2041,      4.11,            ,      4.12,            ,
    2042,      4.12,            ,      4.12,            ,
    2043,      4.12,            ,      4.12,            ,
    2044,      4.12,            ,      4.12,            ,
    2045,      4.12,            ,      4.13,            ,
    2046,      4.13,            ,      4.13,            ,
    2047,      4.13,            ,      4.13,            ,
    2048,      4.13,            ,      4.13,            ,
    2049,      4.13,            ,      4.13,            ,
    2050,      4.13,            ,      4.13,            ,
    2051,      4.13,            ,      4.13,            ,
    2052,      4.13,            ,      4.13,            ,
    2053,      4.13,            ,      4.13,            ,
    2054,      4.13,            ,      4.13,            ,
    2055,      4.13,            ,      4.14,            ,
    2056,      4.13,      4.33,      4.14,      4.43,
    2057,      4.14,            ,      4.14,            ,
    2058,      4.14,            ,      4.14,            ,
    2059,      4.14,            ,      4.14,            ,
    2060,      4.14,            ,      4.14,            ,
    2061,      4.14,            ,      4.15,            ,
    2062,      4.14,            ,      4.15,            ,
    2063,      4.14,            ,      4.15,            ,
    2064,      4.15,            ,      4.15,            ,
    2065,      4.15,            ,      4.15,            ,
    2066,      4.14,            ,      4.14,            ,
    2067,      4.13,            ,      4.13,            ,
    2068,      4.13,            ,      4.13,            ,
    2069,      4.13,            ,      4.13,            ,
    2070,      4.13,            ,      4.13,            ,
    2071,      4.13,            ,      4.14,            ,
    2072,      4.13,            ,      4.13,            ,
    2073,      4.13,            ,      4.13,            ,
    2074,      4.13,            ,      4.13,            ,
    2075,      4.13,            ,      4.13,            ,
    2076,      4.12,            ,      4.12,            ,
    2077,      4.11,            ,      4.11,            ,
    2078,      4.11,            ,      4.11,            ,
    2079,      4.10,            ,      4.11,            ,
    2080,      4.10,            ,      4.10,            ,
    2081,      4.10,            ,      4.10,            ,
    2082,      4.09,            ,      4.09,            ,
    2083,      4.08,            ,      4.08,            ,
    2084,      4.07,            ,      4.08,            ,
    2085,      4.07,            ,      4.07,            ,
    2086,      4.06,            ,      4.06,            ,
    2087,      4.05,            ,      4.05,            ,
    2088,      4.05,            ,      4.05,            ,
    2089,      4.05,            ,      4.05,            ,
    2090,      4.05,            ,      4.05,            ,
    2091,      4.06,            ,      4.06,            ,
    2092,      4.06,            ,      4.06,            ,
    2093,      4.05,            ,      4.06,            ,
    2094,      4.06,            ,      4.06,            ,
    2095,      4.06,            ,      4.07,            ,
    2096,      4.07,            ,      4.07,            ,
    2097,      4.06,            ,      4.06,            ,
    2098,      4.06,            ,      4.06,            ,
    2099,      4.06,            ,      4.06,            ,
    2100,      4.06,            ,      4.06,            ,
    2101,      4.06,            ,      4.06,            ,
    2102,      4.06,            ,      4.06,            ,
    2103,      4.06,            ,      4.06,            ,
    2104,      4.05,            ,      4.05,            ,
    2105,      4.04,            ,      4.04,            ,
    2106,      4.03,            ,      4.03,            ,
    2107,      4.02,            ,      4.02,            ,
    2108,      4.02,            ,      4.02,            ,
    2109,      3.67,            ,      3.67,            ,
    2110,      3.35,            ,      3.35,            ,
    2111,      3.06,            ,      3.06,            ,
    2112,      2.80,            ,      2.80,            ,
    2113,      2.55,            ,      2.55,            ,
    2114,      2.33,            ,      2.33,            ,
    2115,      2.13,            ,      2.13,            ,
    2116,      1.94,            ,      1.94,            ,
    2117,      1.77,            ,      1.78,            ,
    2118,      1.62,            ,      1.62,            ,
    2119,      1.48,            ,      1.48,            ,
    2120,      1.35,            ,      1.35,            ,
    2121,      1.24,            ,      1.24,            ,
    2122,      1.13,            ,      1.13,            ,
    2123,      1.03,            ,      1.03,            ,
    2124,      0.94,            ,      0.94,            ,
    2125,      0.86,            ,      0.86,            ,
    2126,      0.79,            ,      0.79,            ,
    2127,      0.72,            ,      0.72,            ,
    2128,      0.66,            ,      0.66,            ,
    2129,      0.60,      0.91,      0.60,      1.04,
    2130,      0.55,            ,      0.55,            ,
    2131,      0.50,            ,      0.50,            ,
    2132,      0.46,            ,      0.46,            ,
    2133,      0.42,            ,      0.42,            ,
    2134,      0.38,            ,      0.38,            ,
    2135,      0.35,            ,      0.35,            ,
    2136,      0.32,            ,      0.32,            ,
    2137,      0.29,            ,      0.29,            ,
    2138,      0.27,            ,      0.27,            ,
    2139,      0.27,            ,      0.27,            ,
    2140,      0.27,            ,      0.27,            ,
    2141,      0.27,            ,      0.27,            ,
    2142,      0.27,            ,      0.27,            ,
    2143,      0.27,            ,      0.27,            ,
    2144,      0.27,            ,      0.27,            ,
    2145,      0.27,            ,      0.27,            ,
    2146,      0.27,            ,      0.27,            ,
    2147,      0.27,            ,      0.27,            ,
    2148,      0.27,            ,      0.27,            ,
    2149,      0.27,            ,      0.27,            ,
    2150,      0.27,            ,      0.27,            ,
    2151,      0.27,            ,      0.27,            ,
    2152,      0.27,            ,      0.27,            ,
    2153,      0.27,            ,      0.27,            ,
    2154,      0.27,            ,      0.27,            ,
    2155,      0.27,            ,      0.27,            ,
    2156,      0.27,            ,      0.27,            ,
    2157,      0.27,            ,      0.27,            ,
    2158,      0.27,            ,      0.27,            ,
    2159,      0.27,            ,      0.27,            ,
    2160,      0.27,            ,      0.27,            ,
    2161,      0.27,            ,      0.27,            ,
    2162,      0.27,            ,      0.27,            ,
    2163,      0.27,            ,      0.27,            ,
    2164,      0.27,            ,      0.27,            ,
    2165,      0.27,            ,      0.27,            ,
    2166,      0.27,            ,      0.27,            ,
    2167,      0.27,            ,      0.27,            ,
    2168,      0.27,            ,      0.27,            ,
    2169,      0.27,            ,      0.27,            ,
    2170,      0.27,            ,      0.27,            ,
    2171,      0.27,            ,      0.27,            ,
    2172,      0.27,            ,      0.27,            ,
    2173,      0.27,            ,      0.27,            ,
    2174,      0.27,            ,      0.27,            ,
    2175,      0.27,            ,      0.27,            ,
    2176,      0.27,            ,      0.27,            ,
    2177,      0.27,            ,      0.27,            ,
    2178,      0.27,            ,      0.27,            ,
    2179,      0.27,            ,      0.27,            ,
    2180,      0.27,            ,      0.27,            ,
    2181,      0.27,            ,      0.27,            ,
    2182,      0.27,            ,      0.27,            ,
    2183,      0.27,            ,      0.27,            ,
    2184,      0.27,            ,      0.27,            ,
    2185,      0.27,            ,      0.27,            ,
    2186,      0.27,            ,      0.27,            ,
    2187,      0.27,            ,      0.27,            ,
    2188,      0.27,            ,      0.27,            ,
    2189,      0.27,            ,      0.27,            ,
    2190,      0.27,            ,      0.27,            ,
    2191,      0.27,            ,      0.27,            ,
    2192,      0.27,            ,      0.27,            ,
    2193,      0.27,            ,      0.27,            ,
    2194,      0.27,            ,      0.27,            ,
    2195,      0.27,            ,      0.27,            ,
    2196,      0.27,            ,      0.27,            ,
    2197,      0.27,            ,      0.27,            ,
    2198,      0.27,            ,      0.27,            ,
    2199,      0.27,            ,      0.27,            ,
    2200,      0.27,            ,      0.27,            ,
    2201,      0.27,            ,      0.27,            ,
    2202,      0.27,            ,      0.27,            ,
    2203,      0.27,            ,      0.27,            ,
    2204,      0.27,            ,      0.27,            ,
    2205,      0.27,            ,      0.27,            ,
    2206,      0.27,            ,      0.27,            ,
    2207,      0.27,            ,      0.27,            ,
    2208,      0.27,            ,      0.27,            ,
    2209,      0.27,            ,      0.27,            ,
    2210,      0.27,            ,      0.27,            ,
    2211,      0.27,            ,      0.27,            ,
    2212,      0.27,            ,      0.27,            ,
    2213,      0.27,            ,      0.27,            ,
    2214,      0.27,            ,      0.27,            ,
    2215,      0.27,            ,      0.27,            ,
    2216,      0.27,            ,      0.27,            ,
    2217,      0.27,            ,      0.27,            ,
    2218,      0.27,            ,      0.27,            ,
    2219,      0.27,            ,      0.27,            ,
    2220,      0.27,            ,      0.27,            ,
    2221,      0.27,            ,      0.27,            ,
    2222,      0.27,            ,      0.27,            ,
    2223,      0.27,            ,      0.27,            ,
    2224,      0.27,            ,      0.27,            ,
    2225,      0.27,            ,      0.27,            ,
    2226,      0.27,            ,      0.27,            ,
    2227,      0.27,            ,      0.27,            ,
    2228,      0.27,            ,      0.27,            ,
    2229,      0.27,            ,      0.27,            ,
    2230,      0.27,            ,      0.27,            ,
    2231,      0.27,            ,      0.27,            ,
    2232,      0.27,            ,      0.27,            ,
    2233,      0.27,            ,      0.27,            ,
    2234,      0.27,            ,      0.27,            ,
    2235,      0.27,            ,      0.27,            ,
    2236,      0.27,            ,      0.27,            ,
    2237,      0.27,            ,      0.27,            ,
    2238,      0.27,            ,      0.27,            ,
    2239,      0.27,            ,      0.27,            ,
    2240,      0.27,            ,      0.27,            ,
    2241,      0.27,            ,      0.27,            ,
    2242,      0.27,            ,      0.27,            ,
    2243,      0.27,            ,      0.27,            ,
    2244,      0.27,            ,      0.27,            ,
    2245,      0.27,            ,      0.27,            ,
    2246,      0.27,            ,      0.27,            ,
    2247,      0.27,            ,      0.27,            ,
    2248,      0.27,            ,      0.27,            ,
    2249,      0.27,            ,      0.27,            ,
    2250,      0.27,            ,      0.27,            ,
    2251,      0.27,            ,      0.27,            ,
    2252,      0.27,            ,      0.27,            ,
    2253,      0.27,            ,      0.27,            ,
    2254,      0.27,            ,      0.27,            ,
    2255,      0.27,            ,      0.27,            ,
    2256,      0.27,            ,      0.27,            ,
    2257,      0.27,            ,      0.27,            ,
    2258,      0.27,            ,      0.27,            ,
    2259,      0.27,            ,      0.27,            ,
    2260,      0.27,            ,      0.27,            ,
    2261,      0.27,            ,      0.27,            ,
    2262,      0.27,            ,      0.27,            ,
    2263,      0.27,            ,      0.27,            ,
    2264,      0.27,            ,      0.27,            ,
    2265,      0.27,            ,      0.27,            ,
    2266,      0.27,            ,      0.27,            ,
    2267,      0.27,            ,      0.27,            ,
    2268,      0.27,            ,      0.27,            ,
    2269,      0.27,            ,      0.27,            ,
    2270,      0.27,            ,      0.27,            ,
    2271,      0.27,            ,      0.27,            ,
    2272,      0.27,            ,      0.27,            ,
    2273,      0.27,            ,      0.27,            ,
    2274,      0.27,            ,      0.27,            ,
    2275,      0.27,            ,      0.27,            ,
    2276,      0.27,            ,      0.27,            ,
    2277,      0.27,            ,      0.27,            ,
    2278,      0.27,            ,      0.27,            ,
    2279,      0.27,            ,      0.27,            ,
    2280,      0.27,            ,      0.27,            ,
    2281,      0.27,            ,      0.27,            ,
    2282,      0.27,            ,      0.27,            ,
    2283,      0.27,            ,      0.27,            ,
    2284,      0.27,            ,      0.27,            ,
    2285,      0.27,            ,      0.27,            ,
    2286,      0.27,            ,      0.27,            ,
    2287,      0.27,            ,      0.27,            ,
    2288,      0.27,            ,      0.27,            ,
    2289,      0.27,            ,      0.27,            ,
    2290,      0.27,            ,      0.27,            ,
    2291,      0.27,            ,      0.27,            ,
    2292,      0.27,            ,      0.27,            ,
    2293,      0.27,            ,      0.27,            ,
    2294,      0.28,            ,      0.28,            ,
    2295,      0.34,            ,      0.34,            ,
